name,bib,flag,utmb_index,utmb_agegroup,utmb_uri,utmb_name
Englmaier Paul,231,🇦🇹 (Austria),557,35-39,https://utmb.world/en/runner/2000113.paul.englmaier,Paul ENGLMAIER
Flür Georg,238,🇦🇹 (Austria),548,55-59,https://utmb.world/en/runner/5234324.georg.flur,Georg FLÜR
Korte Jens,267,🇩🇪 (Germany),548,35-39,https://utmb.world/en/runner/4046685.benedikt.korte,Benedikt KORTE
Studener Marcus,325,🇩🇪 (Germany),548,45-49,https://utmb.world/en/runner/57201.marcus.studener,Marcus STUDENER
Gruber Valentin,345,🇦🇹 (Austria),547,20-34,https://utmb.world/en/runner/4668470.valentin.gruber,Valentin GRUBER
Mayrhofer Florian,284,🇩🇪 (Germany),546,50-54,https://utmb.world/en/runner/4214585.erwin.mayerhofer,Erwin MAYERHOFER
Fromhund Leopold,239,🇦🇹 (Austria),541,55-59,https://utmb.world/en/runner/421128.leopold.fromhund,Leopold FROMHUND
Barranque Simon,207,🇫🇷 (France),540,20-34,https://utmb.world/en/runner/5380042.paul.barraque,Paul BARRAQUE
Brezilllon Olivier,219,🇫🇷 (France),537,45-49,https://utmb.world/en/runner/2260539.olivier.brezillon,Olivier BREZILLON
Greif Andreas,244,🇮🇹 (Italy),535,50-54,https://utmb.world/en/runner/2031611.andreas.greif,Andreas GREIF
Holzknecht Benjamin,251,🇮🇹 (Italy),533,35-39,https://utmb.world/en/runner/1967893.benjamin.holzknecht,Benjamin HOLZKNECHT
Bassa Daniel,208,🇦🇹 (Austria),532,35-39,https://utmb.world/en/runner/4002486.daniel.bassa,Daniel BASSA
Wick Achim,320,🇩🇪 (Germany),520,35-39,https://utmb.world/en/runner/5234332.achim.wick,Achim WICK
Lehmann Christoph,276,🇦🇹 (Austria),515,35-39,https://utmb.world/en/runner/4661922.christoph.lehmann,Christoph LEHMANN
Lohmann Alexander-Maria,280,🇦🇹 (Austria),515,35-39,https://utmb.world/en/runner/4661922.christoph.lehmann,Christoph LEHMANN
Reißenweber Sebastian,298,🇩🇪 (Germany),515,40-44,https://utmb.world/en/runner/4460892.sebastian.reissenweber,Sebastian REIßENWEBER
Horn Andreas,253,🇩🇪 (Germany),506,20-34,https://utmb.world/en/runner/2237309.andreas.horn,Andreas HORN
van Den Essen Ton,314,🇳🇱 (Netherlands),503,55-59,https://utmb.world/en/runner/1059383.ton.vandenessen,Ton VAN DEN ESSEN
Mautes Kay,283,🇩🇪 (Germany),502,40-44,https://utmb.world/en/runner/2250085.kay.mautes,Kay MAUTES
Wendt-Nordahl Torben,319,🇩🇪 (Germany),498,45-49,https://utmb.world/en/runner/4926540.torben.wendtnordahl,Torben WENDT-NORDAHL
Nasyrov Ildar,289,🇩🇪 (Germany),497,20-34,https://utmb.world/en/runner/4850751.ildar.nasyrov,Ildar NASYROV
Winkel Nicolas,321,🇩🇪 (Germany),496,20-34,https://utmb.world/en/runner/4462006.dominik.winkel,Dominik WINKEL
Kluge Christian,264,🇩🇪 (Germany),491,45-49,https://utmb.world/en/runner/4226509.christian.kluge,Christian KLUGE
Nijsten Willie,290,🇳🇱 (Netherlands),488,45-49,https://utmb.world/en/runner/4833806.ronald.nijssen,Ronald NIJSSEN
Leykum Günter,279,🇩🇪 (Germany),486,55-59,https://utmb.world/en/runner/3859637.gunter.leykum,Günter LEYKUM
Bosak Branislav,213,🇸🇰 (Slovakia),484,50-54,https://utmb.world/en/runner/4002440.patrik.bobak,Patrik BOBÁK
Bettmann Jan Felix,212,🇩🇪 (Germany),483,20-34,https://utmb.world/en/runner/4925682.janfelix.bettmann,Jan Felix BETTMANN
Scherba Kamil,304,🇩🇪 (Germany),480,35-39,https://utmb.world/en/runner/4002609.kamil.scherba,Kamil SCHERBA
Mandzak Stefan,282,🇸🇰 (Slovakia),475,35-39,https://utmb.world/en/runner/4509476.stefan.mandzak,Stefan MANDZAK
Weitzer Stefan,317,🇦🇹 (Austria),466,50-54,https://utmb.world/en/runner/1479233.stefan.weitzer,Stefan WEITZER
Cocca Alessandro,223,🇩🇪 (Germany),463,20-34,https://utmb.world/en/runner/4925688.alessandro.cocca,Alessandro COCCA
Anzalone Andrea,204,🇦🇹 (Austria),456,40-44,https://utmb.world/en/runner/4596526.andrea.anzalone,Andrea ANZALONE
Durnez Martijn,228,🇧🇪 (Belgium),453,35-39,https://utmb.world/en/runner/828954.martijn.durnez,Martijn DURNEZ
Schlug Christoph,305,🇩🇪 (Germany),446,35-39,https://utmb.world/en/runner/4226520.christoph.schlug,Christoph SCHLUG
August Elias,205,🇩🇪 (Germany),445,35-39,https://utmb.world/en/runner/2313743.rene.august,René AUGUST
Herbe Carsten,249,🇩🇪 (Germany),443,50-54,https://utmb.world/en/runner/4665916.carsten.herbe,Carsten HERBE
Schuessler Venjamin,306,🇩🇪 (Germany),439,40-44,https://utmb.world/en/runner/3768559.benjamin.schuessler,Benjamin SCHUESSLER
Speda Nicolas,333,🇩🇪 (Germany),433,20-34,https://utmb.world/en/runner/5070573.nicolas.speda,Nicolas SPEDA
Oberhollenzer Robert,344,🇮🇹 (Italy),431,20-34,https://utmb.world/en/runner/5203920.simon.oberhollenzer,Simon OBERHOLLENZER
Hörmann Horst,252,🇩🇪 (Germany),425,55-59,https://utmb.world/en/runner/4084275.horst.hormann,Horst HÖRMANN
Engler Falk,230,🇩🇪 (Germany),423,55-59,https://utmb.world/en/runner/62831.falk.engler,Falk ENGLER
Elsigan Dominik,229,🇦🇹 (Austria),401,35-39,https://utmb.world/en/runner/2228087.dominik.elsigan,Dominik ELSIGAN
Eugster Manuel,232,🇦🇹 (Austria),395,40-44,https://utmb.world/en/runner/2279221.manuel.eugster,Manuel EUGSTER
Brands Dave,215,🇳🇱 (Netherlands),393,50-54,https://utmb.world/en/runner/3732359.dave.brands,Dave BRANDS
Keller Thomas,262,🇩🇪 (Germany),393,65-69,https://utmb.world/en/runner/68062.thomas.keller,Thomas KELLER
Rosenecker Tobias,302,🇩🇪 (Germany),387,20-34,https://utmb.world/en/runner/4927072.julian.roppenecker,Julian ROPPENECKER
Bastings Rob,209,🇳🇱 (Netherlands),382,50-54,https://utmb.world/en/runner/4469146.rob.bastings,Rob BASTINGS
Hösel Thomas,254,🇦🇹 (Austria),379,50-54,https://utmb.world/en/runner/651803.thomas.hoesel,Thomas HOESEL
Roclawski Piotr,300,🇵🇱 (Poland),375,40-44,https://utmb.world/en/runner/2626393.piotr.roclawski,Piotr ROCŁAWSKI
Bosshard Reto,214,🇨🇭 (Switzerland),363,60-64,https://utmb.world/en/runner/3739863.reto.bosshard,Reto BOSSHARD
Hromkovic Juraj,255,🇨🇭 (Switzerland),324,60-64,https://utmb.world/en/runner/4420644.juraj.hromkovic,Juraj HROMKOVIC
Baranek Daniel,206,🇨🇿 (Czech Republic),0,40-44,https://utmb.world/en/runner/3140237.daniel.baranek,Daniel BARÁNEK
Beres Yannick,210,🇩🇪 (Germany),0,20-34,https://utmb.world/en/runner/2656443.yannick.beres,Yannick BERES
Bergkamp Max,211,🇳🇱 (Netherlands),0,,,
Brauner Michael,218,🇩🇪 (Germany),0,55-59,https://utmb.world/en/runner/62107.steffen.brauner,Steffen BRAUNER
Brugger Philipp,330,🇦🇹 (Austria),0,20-34,https://utmb.world/en/runner/320127.philipp.brugger,Philipp BRUGGER
Burger Andreas,222,🇩🇪 (Germany),0,35-39,https://utmb.world/en/runner/3208753.andreas.burger,Andreas BURGER
Fiala Petr,235,🇨🇿 (Czech Republic),0,50-54,https://utmb.world/en/runner/409631.petr.fiala,Petr FIALA
Finkensieper Michael,236,🇩🇪 (Germany),0,50-54,https://utmb.world/en/runner/413502.michael.finkensieper,Michael FINKENSIEPER
Funke Arne André,240,🇩🇪 (Germany),0,20-34,https://utmb.world/en/runner/658201.arneandre.funke,Arne-Andre FUNKE
Geertsma Frank,241,🇳🇱 (Netherlands),0,,,
Giacomelli Georg,242,🇦🇹 (Austria),0,,,
Hagenaars Patrick,342,🇦🇹 (Austria),0,,,
Herzig David,250,🇩🇪 (Germany),0,55-59,https://utmb.world/en/runner/66200.uwe.herzig,Uwe HERZIG
Kelpin Mario,263,🇩🇪 (Germany),0,50-54,https://utmb.world/en/runner/47027.mario.kelpin,Mario KELPIN
Krupa Maciej,269,🇦🇹 (Austria),0,,,
Kurucz Niklas,270,🇦🇹 (Austria),0,,,
Langeder Ludwig,274,🇩🇪 (Germany),0,,,
Maliňák David,281,🇦🇹 (Austria),0,,,
Renner Rudi,299,🇮🇹 (Italy),0,65-69,https://utmb.world/en/runner/351222.rudi.renner,Rudi RENNER
Rqehquirz Captain Tinnitus,303,🇱🇺 (Luxembourg),0,,,
Schmidt Jakob,331,🇩🇪 (Germany),0,20-34,https://utmb.world/en/runner/951475.jakob.schmidt,Jakob SCHMIDT
Spiegl Tristan,309,🇩🇪 (Germany),0,60-64,https://utmb.world/en/runner/69078.jurgen.spiegl,Jürgen SPIEGL
Swarat Gerald,311,🇩🇪 (Germany),0,40-44,https://utmb.world/en/runner/1097229.gerald.swarat,Gerald SWARAT
Unterwurzacher Robert,313,🇦🇹 (Austria),0,,,
Van Vliet Huub,341,🇳🇱 (Netherlands),0,65-69,https://utmb.world/en/runner/64330.huub.vanvliet,Huub VAN VLIET
Wutz Tobias,324,🇩🇪 (Germany),0,40-44,https://utmb.world/en/runner/2156789.johannes.wutz,Johannes WUTZ
