name,bib,sex,flag,race,utmb_index,utmb_agegroup,utmb_uri,utmb_name
Judith WYDER,1214,F,🇨🇭 (Switzerland),#1_Vertical Uphill,746,35-39,https://utmb.world/en/runner/3337007.judith.wyder,Judith WYDER
Judith WYDER,2314,F,🇨🇭 (Switzerland),#3_Trail Short,746,35-39,https://utmb.world/en/runner/3337007.judith.wyder,Judith WYDER
Katarzyna WILK,3251,F,🇵🇱 (Poland),#2_Trail Long,746,35-39,https://utmb.world/en/runner/1842905.katarzyna.wilk,Katarzyna WILK
Anna MCKENNA,3020,F,🇦🇺 (Australia),#2_Trail Long,745,20-34,https://utmb.world/en/runner/4158468.anna.mckenna,Anna MCKENNA
Louise SERBAN-PENHOAT,2136,F,🇫🇷 (France),#3_Trail Short,745,20-34,https://utmb.world/en/runner/4170799.louise.serbanpenhoat,Louise SERBAN-PENHOAT
Bailey KOWALCZYK,2352,F,🇺🇸 (United States),#3_Trail Short,744,20-34,https://utmb.world/en/runner/3306845.bailey.kowalczyk,Bailey KOWALCZYK
Alice GAGGI,2199,F,🇮🇹 (Italy),#3_Trail Short,743,35-39,https://utmb.world/en/runner/678361.alice.gaggi,Alice GAGGI
Alice GAGGI,4127,F,🇮🇹 (Italy),#5_Mountain Classic Senior,743,35-39,https://utmb.world/en/runner/678361.alice.gaggi,Alice GAGGI
Marion DELESPIERRE,3112,F,🇫🇷 (France),#2_Trail Long,743,35-39,https://utmb.world/en/runner/385957.marion.delespierre,Marion DELESPIERRE
Lucille GERMAIN,2134,F,🇫🇷 (France),#3_Trail Short,740,20-34,https://utmb.world/en/runner/1719983.lucille.germain,Lucille GERMAIN
Cecilia BASSO,2195,F,🇮🇹 (Italy),#3_Trail Short,739,20-34,https://utmb.world/en/runner/1555381.cecilia.basso,Cecilia BASSO
Petra TRATNIK,2301,F,🇸🇮 (Slovenia),#3_Trail Short,739,35-39,https://utmb.world/en/runner/1371859.petra.tratnik,Petra TRATNIK
Sarah MCCORMACK,1114,F,🇮🇪 (Ireland),#1_Vertical Uphill,739,35-39,https://utmb.world/en/runner/2244909.sarah.mccormack,Sarah MCCORMACK
Sarah MCCORMACK,4115,F,🇮🇪 (Ireland),#5_Mountain Classic Senior,739,35-39,https://utmb.world/en/runner/2244909.sarah.mccormack,Sarah MCCORMACK
Scout ADKIN,1087,F,🇬🇧 (United Kingdom),#1_Vertical Uphill,739,20-34,https://utmb.world/en/runner/3453027.scout.adkin,Scout ADKIN
Scout ADKIN,4089,F,🇬🇧 (United Kingdom),#5_Mountain Classic Senior,739,20-34,https://utmb.world/en/runner/3453027.scout.adkin,Scout ADKIN
Theresa LEBOEUF,2310,F,🇨🇭 (Switzerland),#3_Trail Short,739,35-39,https://utmb.world/en/runner/722084.theres.leboeuf,Theres LEBOEUF
Barbora MACUROVÁ,2085,F,🇨🇿 (Czech Republic),#3_Trail Short,737,20-34,https://utmb.world/en/runner/3933573.barbora.macurova,Barbora MACUROVÁ
Laura HOTTENROTT,1099,F,🇩🇪 (Germany),#1_Vertical Uphill,737,20-34,https://utmb.world/en/runner/4330844.laura.hottenrott,Laura HOTTENROTT
Laura HOTTENROTT,2151,F,🇩🇪 (Germany),#3_Trail Short,737,20-34,https://utmb.world/en/runner/4330844.laura.hottenrott,Laura HOTTENROTT
Bianca TARBOTON,1192,F,🇿🇦 (South Africa),#1_Vertical Uphill,734,20-34,https://utmb.world/en/runner/2501069.bianca.tarboton,Bianca TARBOTON
Bianca TARBOTON,4199,F,🇿🇦 (South Africa),#5_Mountain Classic Senior,734,20-34,https://utmb.world/en/runner/2501069.bianca.tarboton,Bianca TARBOTON
Daniela OEMUS,2155,F,🇩🇪 (Germany),#3_Trail Short,734,20-34,https://utmb.world/en/runner/1537791.daniela.oemus,Daniela OEMUS
Elisa SORTINI,1125,F,🇮🇹 (Italy),#1_Vertical Uphill,734,35-39,https://utmb.world/en/runner/468940.elisa.sortini,Elisa SORTINI
Elisa SORTINI,4129,F,🇮🇹 (Italy),#5_Mountain Classic Senior,734,35-39,https://utmb.world/en/runner/468940.elisa.sortini,Elisa SORTINI
Ida-Sophie HEGEMANN,3132,F,🇩🇪 (Germany),#2_Trail Long,734,20-34,https://utmb.world/en/runner/2228289.idasophie.hegemann,Ida-Sophie HEGEMANN
Martina VALMASSOI,3171,F,🇮🇹 (Italy),#2_Trail Long,733,20-34,https://utmb.world/en/runner/360942.martina.valmassoi,Martina VALMASSOI
Emma POOLEY,1212,F,🇨🇭 (Switzerland),#1_Vertical Uphill,732,40-44,https://utmb.world/en/runner/342793.emma.pooley,Emma POOLEY
Emma POOLEY,2311,F,🇨🇭 (Switzerland),#3_Trail Short,732,40-44,https://utmb.world/en/runner/342793.emma.pooley,Emma POOLEY
Emelie FORSBERG,2327,F,🇸🇪 (Sweden),#3_Trail Short,731,35-39,https://utmb.world/en/runner/13313.emelie.forsberg,Emelie FORSBERG
Ikram RHARSALLA,2114,F,🇪🇸 (Spain),#3_Trail Short,731,20-34,https://utmb.world/en/runner/3449957.ikram.rharsalla,Ikram RHARSALLA
Jocelyne PAULY,3114,F,🇫🇷 (France),#2_Trail Long,730,50-54,https://utmb.world/en/runner/437071.jocelyne.pauly,Jocelyne PAULY
Lucija KRKOC,1198,F,🇸🇮 (Slovenia),#1_Vertical Uphill,730,35-39,https://utmb.world/en/runner/929147.lucija.krkoc,Lucija KRKOC
Lucija KRKOC,4205,F,🇸🇮 (Slovenia),#5_Mountain Classic Senior,730,35-39,https://utmb.world/en/runner/929147.lucija.krkoc,Lucija KRKOC
Sara BOTTARELLI,4126,F,🇮🇹 (Italy),#5_Mountain Classic Senior,729,20-34,https://utmb.world/en/runner/442028.sara.bottarelli,Sara BOTTARELLI
Sylvia NORDSKAR,2251,F,🇳🇴 (Norway),#3_Trail Short,729,20-34,https://utmb.world/en/runner/2229091.sylvia.nordskar,Sylvia NORDSKAR
Kate AVERY,1088,F,🇬🇧 (United Kingdom),#1_Vertical Uphill,728,20-34,https://utmb.world/en/runner/4494858.kate.avery,Kate AVERY
Martina KLANČNIK POTRČ,3274,F,🇸🇮 (Slovenia),#2_Trail Long,728,20-34,https://utmb.world/en/runner/2050519.martina.klancnikpotrc,Martina KLANCNIK POTRČ
Shea AQUILANO,3307,F,🇺🇸 (United States),#2_Trail Long,728,20-34,https://utmb.world/en/runner/4081167.shea.aquilano,Shea AQUILANO
Allison BACA,3308,F,🇺🇸 (United States),#2_Trail Long,725,20-34,https://utmb.world/en/runner/2584457.allison.baca,Allison BACA
Marina CUGNETTO,3167,F,🇮🇹 (Italy),#2_Trail Long,725,20-34,https://utmb.world/en/runner/2219167.marina.cugnetto,Marina CUGNETTO
Eli Anne DVERGSDAL,2250,F,🇳🇴 (Norway),#3_Trail Short,724,20-34,https://utmb.world/en/runner/666243.elianne.dvergsdal,Eli Anne DVERGSDAL
Eli Anne DVERGSDAL,4162,F,🇳🇴 (Norway),#5_Mountain Classic Senior,724,20-34,https://utmb.world/en/runner/666243.elianne.dvergsdal,Eli Anne DVERGSDAL
Emily SCHMITZ,3312,F,🇺🇸 (United States),#2_Trail Long,724,40-44,https://utmb.world/en/runner/1929711.emily.schmitz,Emily SCHMITZ
Susanna SAAPUNKI,1077,F,🇫🇮 (Finland),#1_Vertical Uphill,724,20-34,https://utmb.world/en/runner/4001334.susanna.saapunki,Susanna SAAPUNKI
Susanna SAAPUNKI,4075,F,🇫🇮 (Finland),#5_Mountain Classic Senior,724,20-34,https://utmb.world/en/runner/4001334.susanna.saapunki,Susanna SAAPUNKI
Andreea Alina PISCU,2290,F,🇷🇴 (Romania),#3_Trail Short,723,20-34,https://utmb.world/en/runner/4959813.piscu.andreeaalina,Andreea Alina PISCU (Piscu ANDREEA ALINA)
Esther EUSTACHE,2132,F,🇫🇷 (France),#3_Trail Short,723,20-34,https://utmb.world/en/runner/2098053.esther.eustache,Esther EUSTACHE
Katarzyna SOLINSKA,3249,F,🇵🇱 (Poland),#2_Trail Long,722,20-34,https://utmb.world/en/runner/1099697.katarzyna.solinska,Katarzyna SOLINSKA
Noemie VACHON,2137,F,🇫🇷 (France),#3_Trail Short,722,20-34,https://utmb.world/en/runner/3699605.noemie.vachon,Noemie VACHON
Patricia MCKIBBIN,2020,F,🇦🇺 (Australia),#3_Trail Short,722,35-39,https://utmb.world/en/runner/3657167.patricia.mckibbin,Patricia MCKIBBIN
Lindsay WEBSTER,4035,F,🇨🇦 (Canada),#5_Mountain Classic Senior,721,20-34,https://utmb.world/en/runner/667690.lindsay.webster,Lindsay WEBSTER
Marie GONCALVES,2135,F,🇫🇷 (France),#3_Trail Short,721,20-34,https://utmb.world/en/runner/3891133.marie.goncalves,Marie GONCALVES
Natalia GEMPERLE,4219,F,🇨🇭 (Switzerland),#5_Mountain Classic Senior,721,20-34,https://utmb.world/en/runner/4635330.natalia.gemperle,Natalia GEMPERLE
Sarah KEYES,3310,F,🇺🇸 (United States),#2_Trail Long,721,35-39,https://utmb.world/en/runner/4450292.sarah.keyes,Sarah KEYES
Akiyama HONOKA,3178,F,🇯🇵 (Japan),#2_Trail Long,720,20-34,https://utmb.world/en/runner/1575819.honoka.akiyama,Honoka AKIYAMA
Camilla SPAGNOL,3169,F,🇮🇹 (Italy),#2_Trail Long,719,20-34,https://utmb.world/en/runner/2140911.camilla.spagnol,Camilla SPAGNOL
Onditz ITURBE,1073,F,🇪🇸 (Spain),#1_Vertical Uphill,719,20-34,https://utmb.world/en/runner/4635332.onditz.iturbe,Onditz ITURBE
Onditz ITURBE,4070,F,🇪🇸 (Spain),#5_Mountain Classic Senior,719,20-34,https://utmb.world/en/runner/4635332.onditz.iturbe,Onditz ITURBE
Sara-Rebekka Færø LINDE,3230,F,🇳🇴 (Norway),#2_Trail Long,718,40-44,https://utmb.world/en/runner/2307519.sararebekkafaro.linde,Sara-Rebekka Færø LINDE
Arden YOUNG,3049,F,🇨🇦 (Canada),#2_Trail Long,716,35-39,https://utmb.world/en/runner/382627.arden.young,Arden YOUNG
Esther FELLHOFER,3030,F,🇦🇹 (Austria),#2_Trail Long,716,20-34,https://utmb.world/en/runner/3175353.esther.fellhofer,Esther FELLHOFER
Holly PAGE,4092,F,🇬🇧 (United Kingdom),#5_Mountain Classic Senior,716,20-34,https://utmb.world/en/runner/4635334.holly.page,Holly PAGE
Martina CHIALVO,2196,F,🇮🇹 (Italy),#3_Trail Short,716,35-39,https://utmb.world/en/runner/387727.martina.chialvo,Martina CHIALVO
Meg MACKENZIE,2296,F,🇿🇦 (South Africa),#3_Trail Short,716,35-39,https://utmb.world/en/runner/673140.meg.mackenzie,Meg MACKENZIE
Anne-Marie MADDEN,3046,F,🇨🇦 (Canada),#2_Trail Long,715,40-44,https://utmb.world/en/runner/327807.annemarie.madden,Anne-Marie MADDEN
Dominique VAN MECHGELEN,3034,F,🇧🇪 (Belgium),#2_Trail Long,715,40-44,https://utmb.world/en/runner/833328.dominique.vanmechgelen,Dominique VAN MECHGELEN
Natalia GONZALEZ,2112,F,🇪🇸 (Spain),#3_Trail Short,714,20-34,https://utmb.world/en/runner/4182619.natalia.gonzalezbarrachina,Natalia GONZALEZ BARRACHINA
Takako TAKAMURA,3179,F,🇯🇵 (Japan),#2_Trail Long,714,20-34,https://utmb.world/en/runner/695252.takako.takamura,Takako TAKAMURA
Hana ŠVESTKOVÁ STRUŽKOVÁ,1058,F,🇨🇿 (Czech Republic),#1_Vertical Uphill,712,40-44,https://utmb.world/en/runner/3709173.hana.svestkovastruzkova,Hana SVESTKOVA-STRUZKOVA
Hana ŠVESTKOVÁ STRUŽKOVÁ,4055,F,🇨🇿 (Czech Republic),#5_Mountain Classic Senior,712,40-44,https://utmb.world/en/runner/3709173.hana.svestkovastruzkova,Hana SVESTKOVA-STRUZKOVA
Phillipa WILLIAMS,1091,F,🇬🇧 (United Kingdom),#1_Vertical Uphill,711,20-34,https://utmb.world/en/runner/3709137.phillipa.williams,Phillipa WILLIAMS
Phillipa WILLIAMS,4093,F,🇬🇧 (United Kingdom),#5_Mountain Classic Senior,711,20-34,https://utmb.world/en/runner/3709137.phillipa.williams,Phillipa WILLIAMS
Jessica RONAN,1013,F,🇦🇺 (Australia),#1_Vertical Uphill,710,20-34,https://utmb.world/en/runner/3105993.jessica.ronan,Jessica RONAN
Jessica RONAN,4015,F,🇦🇺 (Australia),#5_Mountain Classic Senior,710,20-34,https://utmb.world/en/runner/3105993.jessica.ronan,Jessica RONAN
Mari Klakegg FENRE,3229,F,🇳🇴 (Norway),#2_Trail Long,710,35-39,https://utmb.world/en/runner/4217537.mariklakegg.fenre,Mari Klakegg FENRE
Alissa ST LAURENT,3048,F,🇨🇦 (Canada),#2_Trail Long,709,35-39,https://utmb.world/en/runner/327907.alissa.stlaurent,Alissa ST-LAURENT
Lena LAUKNER,2154,F,🇩🇪 (Germany),#3_Trail Short,709,20-34,https://utmb.world/en/runner/1181217.lena.laukner,Lena LAUKNER
Fiona PASCALL,3124,F,🇬🇧 (United Kingdom),#2_Trail Long,708,20-34,https://utmb.world/en/runner/4004097.fiona.pascall,Fiona PASCALL
Johanna GELFGREN,2328,F,🇸🇪 (Sweden),#3_Trail Short,708,20-34,https://utmb.world/en/runner/2111075.johanna.gelfgren,Johanna GELFGREN
Martina CUMERLATO,2198,F,🇮🇹 (Italy),#3_Trail Short,708,20-34,https://utmb.world/en/runner/2230271.martina.cumerlato,Martina CUMERLATO
Giselle SLOTBOOM,1156,F,🇳🇱 (Netherlands),#1_Vertical Uphill,707,20-34,https://utmb.world/en/runner/2330513.giselle.slotboom,Giselle SLOTBOOM
Giselle SLOTBOOM,4157,F,🇳🇱 (Netherlands),#5_Mountain Classic Senior,707,20-34,https://utmb.world/en/runner/2330513.giselle.slotboom,Giselle SLOTBOOM
Katie MORGAN,2257,F,🇳🇿 (New Zealand),#3_Trail Short,707,20-34,https://utmb.world/en/runner/4727976.katie.morgan,Katie MORGAN
Oana MIHALCEA,2289,F,🇷🇴 (Romania),#3_Trail Short,707,35-39,https://utmb.world/en/runner/1899615.oana.mihalcea,Oana MIHALCEA
Anne-Marie COMEAU,1034,F,🇨🇦 (Canada),#1_Vertical Uphill,706,20-34,https://utmb.world/en/runner/4575106.annemarie.comeau,Anne-Marie COMEAU
Anne-Marie COMEAU,4032,F,🇨🇦 (Canada),#5_Mountain Classic Senior,706,20-34,https://utmb.world/en/runner/4575106.annemarie.comeau,Anne-Marie COMEAU
Sharon TAYLOR,2145,F,🇬🇧 (United Kingdom),#3_Trail Short,706,40-44,https://utmb.world/en/runner/3360241.sharon.taylor,Sharon TAYLOR
Nina ZOLLER,2315,F,🇨🇭 (Switzerland),#3_Trail Short,705,35-39,https://utmb.world/en/runner/100120.nina.zoller,Nina ZOLLER
Inês JOÃO,2281,F,🇵🇹 (Portugal),#3_Trail Short,704,40-44,https://utmb.world/en/runner/2585231.brigidaines.joao,Brígida Inês JOÃO
Jasmin PARIS,3123,F,🇬🇧 (United Kingdom),#2_Trail Long,704,40-44,https://utmb.world/en/runner/318621.jasmin.paris,Jasmin PARIS
Lara HAMILTON,1011,F,🇦🇺 (Australia),#1_Vertical Uphill,704,20-34,https://utmb.world/en/runner/1909495.lara.hamilton,Lara HAMILTON
Lara HAMILTON,4014,F,🇦🇺 (Australia),#5_Mountain Classic Senior,704,20-34,https://utmb.world/en/runner/1909495.lara.hamilton,Lara HAMILTON
Malen OSA,1075,F,🇪🇸 (Spain),#1_Vertical Uphill,704,20-34,https://utmb.world/en/runner/4592334.malen.osaansa,Malen OSA ANSA
Malen OSA,4072,F,🇪🇸 (Spain),#5_Mountain Classic Senior,704,20-34,https://utmb.world/en/runner/4592334.malen.osaansa,Malen OSA ANSA
Kellie ANGEL,2018,F,🇦🇺 (Australia),#3_Trail Short,703,35-39,https://utmb.world/en/runner/4455628.kellie.angel,Kellie ANGEL
Meryl COOPER,3121,F,🇬🇧 (United Kingdom),#2_Trail Long,703,35-39,https://utmb.world/en/runner/1505787.meryl.cooper,Meryl COOPER
Ainara URRUTIA,2115,F,🇪🇸 (Spain),#3_Trail Short,701,40-44,https://utmb.world/en/runner/4016640.ainara.urrutiayurrebaso,Ainara URRUTIA YURREBASO
Cristina ARREIOL,2279,F,🇵🇹 (Portugal),#3_Trail Short,701,20-34,https://utmb.world/en/runner/3457513.cristina.arreiol,Cristina ARREIOL
Rebecca CHEPTEGEI,4231,F,🇺🇬 (Uganda),#5_Mountain Classic Senior,701,20-34,https://utmb.world/en/runner/4665216.rebecca.cheptegei,Rebecca CHEPTEGEI
Suzuha KUSUDA,2203,F,🇯🇵 (Japan),#3_Trail Short,701,20-34,https://utmb.world/en/runner/2381273.suzuha.kusuda,Suzuha KUSUDA
Chiara GIOVANDO,2200,F,🇮🇹 (Italy),#3_Trail Short,700,40-44,https://utmb.world/en/runner/1738785.chiara.giovando,Chiara GIOVANDO
Emily VAUDAN,3283,F,🇨🇭 (Switzerland),#2_Trail Long,700,40-44,https://utmb.world/en/runner/20837.emily.vaudan,Emily VAUDAN
Pavla SCHORNÁ MATYÁŠOVÁ,1057,F,🇨🇿 (Czech Republic),#1_Vertical Uphill,700,40-44,https://utmb.world/en/runner/2330531.pavla.schorna,Pavla SCHORNA
Pavla SCHORNÁ MATYÁŠOVÁ,4054,F,🇨🇿 (Czech Republic),#5_Mountain Classic Senior,700,40-44,https://utmb.world/en/runner/2330531.pavla.schorna,Pavla SCHORNA
Kalie MCCRYSTAL,2058,F,🇨🇦 (Canada),#3_Trail Short,699,35-39,https://utmb.world/en/runner/4275869.kalie.mccrystal,Kalie MCCRYSTAL
Irén TIRICZ,3145,F,🇭🇺 (Hungary),#2_Trail Long,698,35-39,https://utmb.world/en/runner/1100345.iren.tiricz,Iren TIRICZ
Rachel TOMAJCZYK,1237,F,🇺🇸 (United States),#1_Vertical Uphill,697,20-34,https://utmb.world/en/runner/4314735.rachel.tomajczyk,Rachel TOMAJCZYK
Rachel TOMAJCZYK,4241,F,🇺🇸 (United States),#5_Mountain Classic Senior,697,20-34,https://utmb.world/en/runner/4314735.rachel.tomajczyk,Rachel TOMAJCZYK
Linda BOLDĀNE,3192,F,🇱🇻 (Latvia),#2_Trail Long,696,20-34,https://utmb.world/en/runner/1789773.linda.boldane,Linda BOLDANE
Greyling LANDIE,2295,F,🇿🇦 (South Africa),#3_Trail Short,695,35-39,https://utmb.world/en/runner/156171.landie.greyling,Landie GREYLING
Maddalena SOMÀ,1124,F,🇮🇹 (Italy),#1_Vertical Uphill,694,20-34,https://utmb.world/en/runner/4228343.maddalena.soma,Maddalena SOMA
Ercília MACHADO,2282,F,🇵🇹 (Portugal),#3_Trail Short,692,35-39,https://utmb.world/en/runner/1748669.ercilia.machado,Ercilia MACHADO
Eva-Maria SPERGER,3134,F,🇩🇪 (Germany),#2_Trail Long,691,40-44,https://utmb.world/en/runner/708080.evamaria.sperger,Eva Maria SPERGER
Isabell BICHLER,2030,F,🇦🇹 (Austria),#3_Trail Short,691,20-34,https://utmb.world/en/runner/3035173.isabell.bichler,Isabell BICHLER
Katarína LOVRANTOVÁ,1215,F,🇸🇰 (Slovakia),#1_Vertical Uphill,691,35-39,https://utmb.world/en/runner/673145.katarina.lovrantova,Katarina LOVRANTOVA
Katarína LOVRANTOVÁ,4222,F,🇸🇰 (Slovakia),#5_Mountain Classic Senior,691,35-39,https://utmb.world/en/runner/673145.katarina.lovrantova,Katarina LOVRANTOVA
Marjo LIIKANEN,3103,F,🇫🇮 (Finland),#2_Trail Long,691,20-34,https://utmb.world/en/runner/1552841.marjo.liikanen,Marjo LIIKANEN
Laura HAMPEL,1098,F,🇩🇪 (Germany),#1_Vertical Uphill,690,20-34,https://utmb.world/en/runner/4219043.laura.hampel,Laura HAMPEL
Laura HAMPEL,4099,F,🇩🇪 (Germany),#5_Mountain Classic Senior,690,20-34,https://utmb.world/en/runner/4219043.laura.hampel,Laura HAMPEL
Francesca PRETTO,3168,F,🇮🇹 (Italy),#2_Trail Long,689,45-49,https://utmb.world/en/runner/345172.francesca.pretto,Francesca PRETTO
Julia DAVIS,3122,F,🇬🇧 (United Kingdom),#2_Trail Long,689,35-39,https://utmb.world/en/runner/2017089.julia.davis,Julia DAVIS
