name,bib,sex,flag,race,utmb_index,utmb_agegroup,utmb_uri,utmb_name
Rea ISELI,4220,F,🇨🇭 (Switzerland),#5_Mountain Classic Senior,689,20-34,https://utmb.world/en/runner/5052208.rea.iseli,Rea ISELI
Barbara JOLIĆ,3272,F,🇸🇮 (Slovenia),#2_Trail Long,688,20-34,https://utmb.world/en/runner/702768.barbara.jolic,Barbara JOLIČ
Lijan VAN NIEKERK,1193,F,🇿🇦 (South Africa),#1_Vertical Uphill,687,20-34,https://utmb.world/en/runner/4303425.lijan.vanniekerk,Lijan VAN NIEKERK
Lijan VAN NIEKERK,4200,F,🇿🇦 (South Africa),#5_Mountain Classic Senior,687,20-34,https://utmb.world/en/runner/4303425.lijan.vanniekerk,Lijan VAN NIEKERK
Sarah KISTNER,2152,F,🇩🇪 (Germany),#3_Trail Short,687,20-34,https://utmb.world/en/runner/2593427.sarah.kistner,Sarah KISTNER
Vera BERNARDO,3258,F,🇵🇹 (Portugal),#2_Trail Long,686,40-44,https://utmb.world/en/runner/1860077.vera.bernardo,Vera BERNARDO
Anna HOFER,4382,F,🇮🇹 (Italy),#4_Mountain Classic Junior,685,U20,https://utmb.world/en/runner/5051424.anna.hofer,Anna HOFER
Sara ESCOBAR CARRON,3281,F,🇨🇭 (Switzerland),#2_Trail Long,685,40-44,https://utmb.world/en/runner/1465233.sara.escobar,Sara ESCOBAR
Dioni GORLA,2150,F,🇩🇪 (Germany),#3_Trail Short,684,20-34,https://utmb.world/en/runner/3337065.dioni.gorla,Dioni GORLA
Melodie GILBERT,2056,F,🇨🇦 (Canada),#3_Trail Short,684,20-34,https://utmb.world/en/runner/4204895.melodie.gilbert,Melodie GILBERT
Jessica Geovana TIPAN GUTIERREZ,3087,F,🇪🇨 (Ecuador),#2_Trail Long,682,35-39,https://utmb.world/en/runner/841408.jessica.tipan,Jessica TIPAN
Rannveig ODDSDÓTTIR,3158,F,🇮🇸 (Iceland),#2_Trail Long,682,50-54,https://utmb.world/en/runner/1637479.rannveig.oddsdottir,Rannveig ODDSDOTTIR
Vanda JENEJOVÁ,2319,F,🇸🇰 (Slovakia),#3_Trail Short,681,20-34,https://utmb.world/en/runner/803634.vanda.jenejova,Vanda JENEJOVA
Christina GIAZITZIDOU,3136,F,🇬🇷 (Greece),#2_Trail Long,679,20-34,https://utmb.world/en/runner/4007132.christina.giazitzidou,Christina GIAZITZIDOU
Klaire RHODES,2355,F,🇺🇸 (United States),#3_Trail Short,679,20-34,https://utmb.world/en/runner/3987029.klaire.rhodes,Klaire RHODES
Nádia CASTELEIRO,3259,F,🇵🇹 (Portugal),#2_Trail Long,679,35-39,https://utmb.world/en/runner/587463.nadia.casteleiro,Nadia CASTELEIRO
Sarah LUDOWICI,3019,F,🇦🇺 (Australia),#2_Trail Long,678,20-34,https://utmb.world/en/runner/625081.sarah.ludowici,Sarah LUDOWICI
Jasmine SARGEANT,2022,F,🇦🇺 (Australia),#3_Trail Short,677,20-34,https://utmb.world/en/runner/1450791.jasmine.sargeant,Jasmine SARGEANT
Adriana Vanesa VARGAS,3012,F,🇦🇷 (Argentina),#2_Trail Long,675,45-49,https://utmb.world/en/runner/310373.adriana.vargas,Adriana VARGAS
Varineja DRAŠLER,1197,F,🇸🇮 (Slovenia),#1_Vertical Uphill,671,20-34,https://utmb.world/en/runner/3456935.varineja.drasler,Varineja DRASLER
Varineja DRAŠLER,4204,F,🇸🇮 (Slovenia),#5_Mountain Classic Senior,671,20-34,https://utmb.world/en/runner/3456935.varineja.drasler,Varineja DRASLER
Ildikó WERMESCHER,3146,F,🇭🇺 (Hungary),#2_Trail Long,670,55-59,https://utmb.world/en/runner/18984.ildiko.wermescher,Ildikó WERMESCHER
Caroline LAMBERT,4091,F,🇬🇧 (United Kingdom),#5_Mountain Classic Senior,669,20-34,https://utmb.world/en/runner/2587223.caroline.lambert,Caroline LAMBERT
Ivana LÍŠKOVÁ,2320,F,🇸🇰 (Slovakia),#3_Trail Short,669,20-34,https://utmb.world/en/runner/2339663.ivana.liskova,Ivana LÍŠKOVÁ
Beatriz ALVES,2278,F,🇵🇹 (Portugal),#3_Trail Short,668,20-34,https://utmb.world/en/runner/2595291.beatriz.alves,Beatriz ALVES
Nayeli DE LA TORRE,3218,F,🇲🇽 (Mexico),#2_Trail Long,667,20-34,https://utmb.world/en/runner/1752907.nayeli.delatorre,Nayeli DE LA TORRE
Anja KOBS,2153,F,🇩🇪 (Germany),#3_Trail Short,666,45-49,https://utmb.world/en/runner/3450145.anja.kobs,Anja KOBS
Elena STEPHENSON,1014,F,🇦🇺 (Australia),#1_Vertical Uphill,666,20-34,https://utmb.world/en/runner/5138134.elena.stephenson,Elena STEPHENSON
Elena STEPHENSON,4016,F,🇦🇺 (Australia),#5_Mountain Classic Senior,666,20-34,https://utmb.world/en/runner/5138134.elena.stephenson,Elena STEPHENSON
Lisa WATSON,3125,F,🇬🇧 (United Kingdom),#2_Trail Long,666,20-34,https://utmb.world/en/runner/3613333.lisa.watson,Lisa WATSON
Michaela PILAT,2033,F,🇦🇹 (Austria),#3_Trail Short,664,20-34,https://utmb.world/en/runner/4248747.michaela.pilat,Michaela PILAT
Carolina Tania DIAZ ESTEVEZ,3007,F,🇦🇷 (Argentina),#2_Trail Long,663,40-44,https://utmb.world/en/runner/200974.carolinatania.diazestevez,Carolina Tania DIAZ ESTEVEZ
Man Yee CHEUNG,3140,F,🇭🇰 (Hong Kong),#2_Trail Long,663,20-34,https://utmb.world/en/runner/1723721.manyee.cheung,Man Yee CHEUNG
Marisa VIEIRA,3261,F,🇵🇹 (Portugal),#2_Trail Long,661,40-44,https://utmb.world/en/runner/925005.marisa.vieira,Marisa VIEIRA
Martina BILORA,4124,F,🇮🇹 (Italy),#5_Mountain Classic Senior,661,20-34,https://utmb.world/en/runner/3079851.martina.bilora,Martina BILORA
Jessica CAMPBELL,2254,F,🇳🇿 (New Zealand),#3_Trail Short,660,35-39,https://utmb.world/en/runner/3528749.jessica.campbell,Jessica CAMPBELL
Shelly SCHENK,2312,F,🇨🇭 (Switzerland),#3_Trail Short,659,20-34,https://utmb.world/en/runner/2087143.shelly.schenk,Shelly SCHENK
Roxana Paola FLORES,2009,F,🇦🇷 (Argentina),#3_Trail Short,658,35-39,https://utmb.world/en/runner/4359270.roxanapaola.flores,Roxana Paola FLORES
Yuliya TARASOVA,3296,F,🇺🇦 (Ukraine),#2_Trail Long,657,35-39,https://utmb.world/en/runner/929175.yuliya.tarasova,Yuliya TARASOVA
Mylene SANSOUCY,3047,F,🇨🇦 (Canada),#2_Trail Long,656,40-44,https://utmb.world/en/runner/1570693.mylene.sansoucy,Mylene SANSOUCY
Ida Amelie Eid ROBSAHM,2252,F,🇳🇴 (Norway),#3_Trail Short,655,20-34,https://utmb.world/en/runner/4671760.idaamelie.robsahm,Ida Amelie ROBSAHM
Sara WILLHOIT,1090,F,🇬🇧 (United Kingdom),#1_Vertical Uphill,655,20-34,https://utmb.world/en/runner/1499733.sara.willhoit,Sara WILLHOIT
Claudia ROSEGGER,3033,F,🇦🇹 (Austria),#2_Trail Long,654,45-49,https://utmb.world/en/runner/2120865.claudia.rosegger,Claudia ROSEGGER
Íris Anna SKÚLADÓTTIR,2186,F,🇮🇸 (Iceland),#3_Trail Short,654,20-34,https://utmb.world/en/runner/4628942.irisanna.skuladottir,Íris Anna SKÚLADÓTTIR (Iris Anna SKULADOTTIR)
Anna PÁLMADÓTTIR,2185,F,🇮🇸 (Iceland),#3_Trail Short,653,40-44,https://utmb.world/en/runner/726926.annaberglind.palmadottir,Anna Berglind PALMADOTTIR
Nora MARKHUS,1162,F,🇳🇴 (Norway),#1_Vertical Uphill,652,20-34,https://utmb.world/en/runner/4635344.nora.markhus,Nora MARKHUS
Nora MARKHUS,4164,F,🇳🇴 (Norway),#5_Mountain Classic Senior,652,20-34,https://utmb.world/en/runner/4635344.nora.markhus,Nora MARKHUS
Hayley TEALE,3023,F,🇦🇺 (Australia),#2_Trail Long,651,45-49,https://utmb.world/en/runner/351506.hayley.teale,Hayley TEALE
Maria Paula GALINDEZ,2010,F,🇦🇷 (Argentina),#3_Trail Short,651,20-34,https://utmb.world/en/runner/3643987.mariapaula.galindez,Maria Paula GALINDEZ
Maja URBAN,3072,F,🇭🇷 (Croatia),#2_Trail Long,649,35-39,https://utmb.world/en/runner/1680411.maja.urban,Maja URBAN
Nwabisa MJOLI,4198,F,🇿🇦 (South Africa),#5_Mountain Classic Senior,649,20-34,https://utmb.world/en/runner/5182584.nwabisa.mjoli,Nwabisa MJOLI
Yenni SUSANO,2240,F,🇲🇽 (Mexico),#3_Trail Short,649,35-39,https://utmb.world/en/runner/4997654.yenni.susanobermudez,Yenni SUSANO BERMUDEZ
Paula BARBOSA,3257,F,🇵🇹 (Portugal),#2_Trail Long,648,45-49,https://utmb.world/en/runner/1055397.paula.barbosa,Paula BARBOSA
Oksana RIABOVA,3295,F,🇺🇦 (Ukraine),#2_Trail Long,646,35-39,https://utmb.world/en/runner/599257.oksana.riabova,Oksana RIABOVA
Samantha WOOD,4432,F,🇺🇸 (United States),#4_Mountain Classic Junior,646,35-39,https://utmb.world/en/runner/221725.samantha.wood,Samantha WOOD
Genevieve ASSELIN DEMERS,3044,F,🇨🇦 (Canada),#2_Trail Long,644,35-39,https://utmb.world/en/runner/4207337.genevieve.asselindemers,Geneviève ASSELIN-DEMERS
Sofia ROQUETE,3260,F,🇵🇹 (Portugal),#2_Trail Long,643,40-44,https://utmb.world/en/runner/420267.sofia.roquete,Sofia ROQUETE
Jennifer ELVIN,1111,F,🇮🇪 (Ireland),#1_Vertical Uphill,641,35-39,https://utmb.world/en/runner/3132587.jennifer.elvin,Jennifer ELVIN
Mirjana ŠIMEK BILIĆ,2082,F,🇭🇷 (Croatia),#3_Trail Short,641,35-39,https://utmb.world/en/runner/4213753.mirjana.simekbilic,Mirjana ŠIMEK BILIĆ (Mirjana SIMEK BILIC)
María Silvina PEREZ,3010,F,🇦🇷 (Argentina),#2_Trail Long,640,40-44,https://utmb.world/en/runner/874791.mariasilvina.perez,Maria Silvina PEREZ
Jelena MALYSEVA,2228,F,🇱🇹 (Lithuania),#3_Trail Short,639,35-39,https://utmb.world/en/runner/4157533.jelena.malyseva,Jelena MALYSEVA
Valentyna HORBAN,2338,F,🇺🇦 (Ukraine),#3_Trail Short,639,40-44,https://utmb.world/en/runner/3188615.valentyna.horban,Valentyna HORBAN
Andrea Vanessa ERAS QUIROLA,2100,F,🇪🇨 (Ecuador),#3_Trail Short,635,20-34,https://utmb.world/en/runner/2979951.andreavanessa.erasquirola,Andrea Vanessa ERAS QUIROLA
Erika LEHTOLA,2124,F,🇫🇮 (Finland),#3_Trail Short,634,20-34,https://utmb.world/en/runner/1390829.erika.lehtola,Erika LEHTOLA
Maria Sol ANDREUCETTI,1005,F,🇦🇷 (Argentina),#1_Vertical Uphill,634,20-34,https://utmb.world/en/runner/757321.mariasol.andreucetti,Maria Sol ANDREUCETTI
Ruut UUSITALO,2125,F,🇫🇮 (Finland),#3_Trail Short,633,20-34,https://utmb.world/en/runner/991351.ruut.uusitalo,Ruut UUSITALO
Blanca Maribel LLUMIQUINGA LLUMIQUINGA,1065,F,🇪🇨 (Ecuador),#1_Vertical Uphill,632,20-34,https://utmb.world/en/runner/4665218.blancamariel.llumiquinga,Blanca-Mariel LLUMIQUINGA
Blanca Maribel LLUMIQUINGA LLUMIQUINGA,4062,F,🇪🇨 (Ecuador),#5_Mountain Classic Senior,632,20-34,https://utmb.world/en/runner/4665218.blancamariel.llumiquinga,Blanca-Mariel LLUMIQUINGA
Dominga VILLARINO,2069,F,🇨🇱 (Chile),#3_Trail Short,632,20-34,https://utmb.world/en/runner/4753312.dominga.villarino,Dominga VILLARINO
Dominika ZUPANČIČ VALANT,1200,F,🇸🇮 (Slovenia),#1_Vertical Uphill,632,20-34,https://utmb.world/en/runner/4543683.dominika.zupancicvalant,Dominika ZUPANCIC VALANT
Dominika ZUPANČIČ VALANT,4206,F,🇸🇮 (Slovenia),#5_Mountain Classic Senior,632,20-34,https://utmb.world/en/runner/4543683.dominika.zupancicvalant,Dominika ZUPANCIC VALANT
Paula VRDOLJAK,3073,F,🇭🇷 (Croatia),#2_Trail Long,632,40-44,https://utmb.world/en/runner/320149.paula.vrdoljak,Paula VRDOLJAK
Ines JOZIĆ,2081,F,🇭🇷 (Croatia),#3_Trail Short,631,20-34,https://utmb.world/en/runner/2225257.ines.jozic,Ines JOZIC
Amalie Wærum Hauge BENGTSSON,2091,F,🇩🇰 (Denmark),#3_Trail Short,628,20-34,https://utmb.world/en/runner/4420594.amalie.bengtsson,Amalie BENGTSSON
Aoife MUNDOW,3153,F,🇮🇪 (Ireland),#2_Trail Long,626,40-44,https://utmb.world/en/runner/2314259.aoife.mundow,Aoife MUNDOW
Fernanda Erica MARTINEZ,4009,F,🇦🇷 (Argentina),#5_Mountain Classic Senior,626,20-34,https://utmb.world/en/runner/4505960.fernandaerica.martinez,Fernanda Erica MARTINEZ
Gitana AKMANAVICIUTĖ,2226,F,🇱🇹 (Lithuania),#3_Trail Short,626,35-39,https://utmb.world/en/runner/1474563.gitana.akmanaviciute,Gitana AKMANAVIČIŪTĖ
Ana OLIVEIRA,2283,F,🇵🇹 (Portugal),#3_Trail Short,625,20-34,https://utmb.world/en/runner/4459780.anacarolina.oliveira,Ana Carolina OLIVEIRA
Maja BONAČIĆ,3069,F,🇭🇷 (Croatia),#2_Trail Long,625,35-39,https://utmb.world/en/runner/3992419.maja.bonacic,Maja BONAČIĆ
Anja NEUMANN,2032,F,🇦🇹 (Austria),#3_Trail Short,624,35-39,https://utmb.world/en/runner/1286215.anja.neumann,Anja NEUMANN
Emilie MANN,2057,F,🇨🇦 (Canada),#3_Trail Short,624,20-34,https://utmb.world/en/runner/1625237.emilie.mann,Emilie MANN
Vana ČARGONJA,2079,F,🇭🇷 (Croatia),#3_Trail Short,624,40-44,https://utmb.world/en/runner/1945597.vana.cargonja,Vana ČARGONJA (Vana CARGONJA)
Jasmina NIKULA,3104,F,🇫🇮 (Finland),#2_Trail Long,623,20-34,https://utmb.world/en/runner/750776.jasmina.nikula,Jasmina NIKULA
Chiara Milena MAINETTI,4008,F,🇦🇷 (Argentina),#5_Mountain Classic Senior,622,35-39,https://utmb.world/en/runner/2533335.chiaramilera.mainetti,Chiara Milera MAINETTI
Laura Marie Sommer HULGAARD,2094,F,🇩🇰 (Denmark),#3_Trail Short,622,45-49,https://utmb.world/en/runner/804058.laura.hulgaard,Laura HULGAARD
Sarah BRADY,3152,F,🇮🇪 (Ireland),#2_Trail Long,622,20-34,https://utmb.world/en/runner/1164271.sarah.brady,Sarah BRADY
Claire O'BRIEN-SMITH,3021,F,🇦🇺 (Australia),#2_Trail Long,619,20-34,https://utmb.world/en/runner/2609381.claire.obriensmith,Claire O'BRIEN-SMITH
Jinhee KIM,3186,F,🇰🇷 (South Korea),#2_Trail Long,618,40-44,https://utmb.world/en/runner/4259023.jinhee.kim,Jinhee KIM
Konstantina BOSKOPOULOU,2158,F,🇬🇷 (Greece),#3_Trail Short,618,20-34,https://utmb.world/en/runner/4171932.konstantina.boskopoulou,Konstantina BOSKOPOULOU
Petra GERGELY,2163,F,🇭🇺 (Hungary),#3_Trail Short,618,35-39,https://utmb.world/en/runner/4275537.petra.gergely,Petra GERGELY
Rosa GODOY,1007,F,🇦🇷 (Argentina),#1_Vertical Uphill,618,40-44,https://utmb.world/en/runner/4309085.rosa.godoy,Rosa GODOY
Rosa GODOY,4007,F,🇦🇷 (Argentina),#5_Mountain Classic Senior,618,40-44,https://utmb.world/en/runner/4309085.rosa.godoy,Rosa GODOY
Laura MORATORIO,2344,F,🇺🇾 (Uruguay),#3_Trail Short,617,40-44,https://utmb.world/en/runner/908877.laura.moratorio,Laura MORATORIO
Elena Adelina PANAET,1188,F,🇷🇴 (Romania),#1_Vertical Uphill,616,20-34,https://utmb.world/en/runner/4194894.adelinaelena.panaet,Adelina Elena PANAET
Elena Adelina PANAET,4193,F,🇷🇴 (Romania),#5_Mountain Classic Senior,616,20-34,https://utmb.world/en/runner/4194894.adelinaelena.panaet,Adelina Elena PANAET
Paula HAVU,2123,F,🇫🇮 (Finland),#3_Trail Short,615,40-44,https://utmb.world/en/runner/1636073.paula.havu,Paula HAVU
Shannon PENWAY,2059,F,🇨🇦 (Canada),#3_Trail Short,615,20-34,https://utmb.world/en/runner/505813.shannon.penway,Shannon PENWAY
Silvia LARA,1074,F,🇪🇸 (Spain),#1_Vertical Uphill,615,35-39,https://utmb.world/en/runner/736563.silvia.laradieguez,Silvia LARA-DIÉGUEZ
Neasa COLL,2055,F,🇨🇦 (Canada),#3_Trail Short,614,40-44,https://utmb.world/en/runner/4971678.neasa.coll,Neasa COLL
Anabel Estefania OVIEDO ZELARAYÁN,3009,F,🇦🇷 (Argentina),#2_Trail Long,613,35-39,https://utmb.world/en/runner/4523972.anabel.oviedozelarayan,Anabel OVIEDO ZELARAYAN
Henna AHOMIES,3101,F,🇫🇮 (Finland),#2_Trail Long,613,20-34,https://utmb.world/en/runner/1696541.henna.ahomies,Henna AHOMIES
Maria Ines CHRESTIA,2008,F,🇦🇷 (Argentina),#3_Trail Short,613,20-34,https://utmb.world/en/runner/4523980.mariaines.chrestia,Maria Ines CHRESTIA
Edel MONAGHAN,4116,F,🇮🇪 (Ireland),#5_Mountain Classic Senior,610,20-34,https://utmb.world/en/runner/4635350.edel.monaghan,Edel MONAGHAN
Irena SMOJVER,2083,F,🇭🇷 (Croatia),#3_Trail Short,610,35-39,https://utmb.world/en/runner/2154271.irena.smojver,Irena SMOJVER
Viktorija KALVELYTE,3201,F,🇱🇹 (Lithuania),#2_Trail Long,609,20-34,https://utmb.world/en/runner/4778414.viktorija.kalvelyte,Viktorija KALVELYTĖ
Constanza LEAL,3059,F,🇨🇱 (Chile),#2_Trail Long,607,35-39,https://utmb.world/en/runner/2612441.constanza.leal,Constanza LEAL
Linda MEIRĒNA,3194,F,🇱🇻 (Latvia),#2_Trail Long,607,20-34,https://utmb.world/en/runner/3380867.linda.meirena,Linda MEIRĒNA
Paula NAZAL,4041,F,🇨🇱 (Chile),#5_Mountain Classic Senior,607,20-34,https://utmb.world/en/runner/4756150.paula.nazallabrin,Paula NAZAL LABRIN
Shannon-Leigh LITT,3234,F,🇳🇿 (New Zealand),#2_Trail Long,605,45-49,https://utmb.world/en/runner/412256.shannonleigh.litt,Shannon-Leigh LITT
Lisa HEGARTY,1113,F,🇮🇪 (Ireland),#1_Vertical Uphill,604,20-34,https://utmb.world/en/runner/4838822.lisa.hegarty,Lisa HEGARTY
Olena KHASHKO,3294,F,🇺🇦 (Ukraine),#2_Trail Long,604,35-39,https://utmb.world/en/runner/2154273.olena.khashko,Olena KHASHKO
Erzsébet PROKOPP,2165,F,🇭🇺 (Hungary),#3_Trail Short,602,40-44,https://utmb.world/en/runner/1213303.erzsebet.prokopp,Erzsebet PROKOPP
Eszter ŐSI,1105,F,🇭🇺 (Hungary),#1_Vertical Uphill,601,20-34,https://utmb.world/en/runner/5000734.eszteraliz.osi,Eszter Aliz OSI
Eszter ŐSI,4105,F,🇭🇺 (Hungary),#5_Mountain Classic Senior,601,20-34,https://utmb.world/en/runner/5000734.eszteraliz.osi,Eszter Aliz OSI
Juana MONTAÑO GARCIA,2039,F,🇧🇴 (Bolivia),#3_Trail Short,601,20-34,https://utmb.world/en/runner/4305309.juana.montanogarcia,Juana MONTAÑO GARCÍA
Nicole PATON,3022,F,🇦🇺 (Australia),#2_Trail Long,601,40-44,https://utmb.world/en/runner/1180339.nicole.paton,Nicole PATON
Viviāna KIRILOVA,3193,F,🇱🇻 (Latvia),#2_Trail Long,599,45-49,https://utmb.world/en/runner/730165.viviana.kirilova,Viviana KIRILOVA
Emőke PAÁL,3144,F,🇭🇺 (Hungary),#2_Trail Long,598,50-54,https://utmb.world/en/runner/278888.emoke.paal,Emoke PAAL
Sarah FLANAGAN,4113,F,🇮🇪 (Ireland),#5_Mountain Classic Senior,598,45-49,https://utmb.world/en/runner/5150280.sarah.flanagan,Sarah FLANAGAN
Veronika HAAS,3031,F,🇦🇹 (Austria),#2_Trail Long,597,35-39,https://utmb.world/en/runner/4668400.veronika.haas,Veronika HAAS
Simone HAASTRUP,2093,F,🇩🇰 (Denmark),#3_Trail Short,593,20-34,https://utmb.world/en/runner/2363645.simone.haastrup,Simone HAASTRUP
Viviana Carolina RIOS CEDILLO,1067,F,🇪🇨 (Ecuador),#1_Vertical Uphill,592,20-34,https://utmb.world/en/runner/4220205.vivianacarolina.rios,Viviana Carolina RIOS
Viviana Carolina RIOS CEDILLO,4063,F,🇪🇨 (Ecuador),#5_Mountain Classic Senior,592,20-34,https://utmb.world/en/runner/4220205.vivianacarolina.rios,Viviana Carolina RIOS
Veronica Palmira FILIPPA,3008,F,🇦🇷 (Argentina),#2_Trail Long,591,45-49,https://utmb.world/en/runner/4523976.veronicapalmira.filippa,Veronica Palmira FILIPPA
Chiara GUIDUCCI,4211,F,🇸🇲 (San Marino),#5_Mountain Classic Senior,589,35-39,https://utmb.world/en/runner/5072735.chiara.guiducci,Chiara GUIDUCCI
Carla FUENZALIDA,3057,F,🇨🇱 (Chile),#2_Trail Long,588,20-34,https://utmb.world/en/runner/4753824.carla.fuenzalida,Carla FUENZALIDA
Helene DRABORG,2092,F,🇩🇰 (Denmark),#3_Trail Short,588,20-34,https://utmb.world/en/runner/4139907.helene.draborg,Helene DRABORG
Mariana LEAL,3060,F,🇨🇱 (Chile),#2_Trail Long,588,35-39,https://utmb.world/en/runner/4755910.mariana.leal,Mariana LEAL
Sworupa KHADKA,3222,F,🇳🇵 (Nepal),#2_Trail Long,584,45-49,https://utmb.world/en/runner/4105841.sworupa.khadka,Sworupa KHADKA
Kate MORRISON,1170,F,🇳🇿 (New Zealand),#1_Vertical Uphill,581,20-34,https://utmb.world/en/runner/570926.kate.morrison,Kate MORRISON
Leonor CALVO,2066,F,🇨🇱 (Chile),#3_Trail Short,581,20-34,https://utmb.world/en/runner/4504536.leonor.calvo,Leonor CALVO
Florencia Soledad IUORNO,2011,F,🇦🇷 (Argentina),#3_Trail Short,575,20-34,https://utmb.world/en/runner/1952383.florenciasoledad.iuorno,Florencia Soledad IUORNO
Olha HAVLYTSKA,4233,F,🇺🇦 (Ukraine),#5_Mountain Classic Senior,575,20-34,https://utmb.world/en/runner/3557027.olha.havlytska,Olha HAVLYTSKA
Tamara VÉLIZ,1042,F,🇨🇱 (Chile),#1_Vertical Uphill,573,20-34,https://utmb.world/en/runner/4744876.tamaravaleska.velizolivares,Tamara Valeska VELIZ OLIVARES
Tamara VÉLIZ,4043,F,🇨🇱 (Chile),#5_Mountain Classic Senior,573,20-34,https://utmb.world/en/runner/4744876.tamaravaleska.velizolivares,Tamara Valeska VELIZ OLIVARES
Hsiu-Ching CHEN,3289,F,🇹🇼 (Taiwan),#2_Trail Long,568,50-54,https://utmb.world/en/runner/1103549.hsiuching.chen,Hsiu Ching CHEN
Alejandra VERGARA,3061,F,🇨🇱 (Chile),#2_Trail Long,566,45-49,https://utmb.world/en/runner/2140219.alejandrapatricia.vergaracarrasco,Alejandra Patricia VERGARA CARRASCO
Inga AUKSTUOLYTE,2227,F,🇱🇹 (Lithuania),#3_Trail Short,565,20-34,https://utmb.world/en/runner/3424105.inga.aukstuolyte,Inga AUKŠTUOLYTĖ
Angeline CABALO,2264,F,🇵🇭 (Philippines),#3_Trail Short,564,20-34,https://utmb.world/en/runner/4442012.angelie.cabalo,Angelie CABALO
Aiga TAULĪNA,2219,F,🇱🇻 (Latvia),#3_Trail Short,561,20-34,https://utmb.world/en/runner/1983407.aiga.taulina,Aiga TAULĪNA
Elizabeth DANGADANG,3243,F,🇵🇭 (Philippines),#2_Trail Long,561,20-34,https://utmb.world/en/runner/3592031.elizabeth.dangadang,Elizabeth DANGADANG
Ivita ŠALE,2218,F,🇱🇻 (Latvia),#3_Trail Short,556,35-39,https://utmb.world/en/runner/1983531.ivita.sale,Ivita ŠALE (Ivita SALE)
Pilar FERNÁNDEZ,2343,F,🇺🇾 (Uruguay),#3_Trail Short,555,35-39,https://utmb.world/en/runner/4790410.pilar.fernandez,Pilar FERNANDEZ
Naida AVDIĆ,2038,F,🇧🇦 (Bosnia and Herzegovina),#3_Trail Short,554,20-34,https://utmb.world/en/runner/3216593.naida.avdic,Naida AVDIC
Laura SESKIENE,3204,F,🇱🇹 (Lithuania),#2_Trail Long,553,40-44,https://utmb.world/en/runner/4778446.laura.seskiene,Laura ŠEŠKIENĖ (Laura SESKIENE)
Sally Ann YAP YU ING,3211,F,🇲🇾 (Malaysia),#2_Trail Long,553,20-34,https://utmb.world/en/runner/4466650.sallyann.yapyuing,Sally Ann YAP YU ING
Meng-Yun TUNG,1223,F,🇹🇼 (Taiwan),#1_Vertical Uphill,551,35-39,https://utmb.world/en/runner/4078463.mengyun.tung,Meng Yun TUNG
Toma VALEIKAITE,3205,F,🇱🇹 (Lithuania),#2_Trail Long,549,35-39,https://utmb.world/en/runner/2998777.toma.valeikaite,Toma VALEIKAITE
Maria Emilia CRESPO BARAHONA,3085,F,🇪🇨 (Ecuador),#2_Trail Long,548,20-34,https://utmb.world/en/runner/2441331.mariaemilia.crespo,Maria Emilia CRESPO
Anita LACKOVIC,3071,F,🇭🇷 (Croatia),#2_Trail Long,547,40-44,https://utmb.world/en/runner/1343383.anita.lackovic,Anita LACKOVIC
Wei-Ling TSENG,2333,F,🇹🇼 (Taiwan),#3_Trail Short,545,40-44,https://utmb.world/en/runner/699917.weiling.tseng,Wei-Ling TSENG
Madison REYNOLDS,2021,F,🇦🇺 (Australia),#3_Trail Short,544,20-34,https://utmb.world/en/runner/4805036.madison.reynolds,Madison REYNOLDS
Cecille WAEL,3245,F,🇵🇭 (Philippines),#2_Trail Long,542,35-39,https://utmb.world/en/runner/1929361.cecille.wael,Cecille WAEL
Yunmi LEE,2212,F,🇰🇷 (South Korea),#3_Trail Short,540,40-44,https://utmb.world/en/runner/1389603.yunmi.lee,Yunmi LEE
Patricia COBI,2068,F,🇨🇱 (Chile),#3_Trail Short,539,45-49,https://utmb.world/en/runner/2662083.patricia.cobi,Patricia COBI
Pamela ANGEL,3056,F,🇨🇱 (Chile),#2_Trail Long,538,20-34,https://utmb.world/en/runner/4744902.pamela.angelmancilla,Pamela ÁNGEL MANCILLA (Pamela ANGEL MANCILLA)
Ieva UPMACE-GRĪVIŅA,3195,F,🇱🇻 (Latvia),#2_Trail Long,537,35-39,https://utmb.world/en/runner/1603895.ieva.upmacegrivina,Ieva UPMACE-GRIVINA
Eunju BAEK,2210,F,🇰🇷 (South Korea),#3_Trail Short,535,40-44,https://utmb.world/en/runner/4259106.eunju.baek,Eunju BAEK
Maria VALLEJO SALGADO,3088,F,🇪🇨 (Ecuador),#2_Trail Long,534,20-34,https://utmb.world/en/runner/548726.maria.vallejo,Maria VALLEJO
Mei Sze CHONG,3209,F,🇲🇾 (Malaysia),#2_Trail Long,532,40-44,https://utmb.world/en/runner/3510495.meisze.chong,Mei Sze CHONG
Anna OPANASIUK,2339,F,🇺🇦 (Ukraine),#3_Trail Short,531,20-34,https://utmb.world/en/runner/1722729.anna.opanasiuk,Anna OPANASIUK
Eveling Violeta ALARCON,3238,F,🇵🇾 (Paraguay),#2_Trail Long,528,20-34,https://utmb.world/en/runner/2982907.eveling.alarcon,Eveling ALARCON
Shamiera AUTHER,2234,F,🇲🇾 (Malaysia),#3_Trail Short,526,20-34,https://utmb.world/en/runner/4466806.shamiera.auther,Shamiera AUTHER
Wan-Yun KAO,1222,F,🇹🇼 (Taiwan),#1_Vertical Uphill,525,20-34,https://utmb.world/en/runner/4871264.wanyun.kao,Wanyun KAO
