name,bib,sex,flag,race,utmb_index,utmb_agegroup,utmb_uri,utmb_name
Luis VALLE,2064,M,🇨🇱,#3_Trail Short,731,20-34,https://utmb.world/en/runner/487396.luis.valle,Luis VALLE
Dwight GRIEVE,2253,M,🇳🇿,#3_Trail Short,730,45-49,https://utmb.world/en/runner/22233.dwight.grieve,Dwight GRIEVE
Eduardo PESTANA,4185,M,🇵🇹,#5_Mountain Classic Senior,730,20-34,https://utmb.world/en/runner/4027758.pestana.eduardo,Pestana EDUARDO
Maj PRITRŽNIK,4403,M,🇸🇮,#4_Mountain Classic Junior,730,50-54,https://utmb.world/en/runner/4595254.maj.pritrznik,Maj PRITRŽNIK
Otto SAIKKONEN,2119,M,🇫🇮,#3_Trail Short,730,20-34,https://utmb.world/en/runner/1429217.otto.saikkonen,Otto SAIKKONEN
Alexis CASTRO CALCE,2342,M,🇺🇾,#3_Trail Short,729,20-34,https://utmb.world/en/runner/4480790.alexis.castro,Alexis CASTRO
Marcelo GONÇALVES,1179,M,🇵🇹,#1_Vertical Uphill,729,20-34,https://utmb.world/en/runner/4635328.marcelo.goncalves,Marcelo GONÇALVES
Larry APOLINARIO,3240,M,🇵🇭,#2_Trail Long,728,20-34,https://utmb.world/en/runner/2606919.larry.apolinario,Larry APOLINARIO
Georgi ZHEKOV,1026,M,🇧🇬,#1_Vertical Uphill,727,20-34,https://utmb.world/en/runner/4754440.georgi.zhekov,Georgi ZHEKOV
Georgi ZHEKOV,4025,M,🇧🇬,#5_Mountain Classic Senior,727,20-34,https://utmb.world/en/runner/4754440.georgi.zhekov,Georgi ZHEKOV
Dávid KOVÁCS,3142,M,🇭🇺,#2_Trail Long,726,35-39,https://utmb.world/en/runner/1484589.david.kovacs,Dávid KOVÁCS
Mathieu LENG,2046,M,🇰🇭,#3_Trail Short,726,40-44,https://utmb.world/en/runner/565655.mathieu.leng,Mathieu LENG
Darko ROGINA,3066,M,🇭🇷,#2_Trail Long,724,55-59,https://utmb.world/en/runner/703153.rogina.darko,Darko ROGINA (Rogina DARKO)
Facundo Alejo NUÑER,3004,M,🇦🇷,#2_Trail Long,724,20-34,https://utmb.world/en/runner/4503882.facundoalejo.nuner,Facundo Alejo NUÑER
Kārlis EIDUKS,2213,M,🇱🇻,#3_Trail Short,721,20-34,https://utmb.world/en/runner/4263161.karlis.eiduks,Kārlis EIDUKS
Dumitru-Florin GUT,4398,M,🇷🇴,#4_Mountain Classic Junior,719,20-34,https://utmb.world/en/runner/4524780.dumitruflorin.gut,Dumitru Florin GUT
Emmanuel ACUÑA,3050,M,🇨🇱,#2_Trail Long,719,20-34,https://utmb.world/en/runner/487394.emmanuel.acuna,Emmanuel ACUNA
Juan Pablo LLANOS,2061,M,🇨🇱,#3_Trail Short,719,20-34,https://utmb.world/en/runner/2463443.juanpablo.llanos,Juan Pablo LLANOS
András HERCZOG,3141,M,🇭🇺,#2_Trail Long,718,35-39,https://utmb.world/en/runner/4175014.andras.herczog,András HERCZOG
Wilsen SINGGIN,2232,M,🇲🇾,#3_Trail Short,717,20-34,https://utmb.world/en/runner/363164.wilsen.singgin,Wilsen SINGGIN
Cillian FLEMING,3149,M,🇮🇪,#2_Trail Long,716,20-34,https://utmb.world/en/runner/4711764.cillian.fleming,Cillian FLEMING
Kyuhwan LEE,2208,M,🇰🇷,#3_Trail Short,716,40-44,https://utmb.world/en/runner/1509985.kyuhwan.lee,Kyuhwan LEE
Oleksandr SKOROKHOD,3293,M,🇺🇦,#2_Trail Long,713,35-39,https://utmb.world/en/runner/1442799.oleksandr.skorokhod,Oleksandr SKOROKHOD
Máté DALOS,2159,M,🇭🇺,#3_Trail Short,712,20-34,https://utmb.world/en/runner/4265863.mate.dalos,Máté DALOS
Sampathkumar SUBRAMANIAN,2170,M,🇮🇳,#3_Trail Short,709,35-39,https://utmb.world/en/runner/1087373.sampathkumar.subramanian,Sampathkumar SUBRAMANIAN
Ignacio POZA,4302,M,🇦🇷,#4_Mountain Classic Junior,703,U20,https://utmb.world/en/runner/4296368.ignacio.poza,Ignacio POZA
Edvardas MOSEIKA,3197,M,🇱🇹,#2_Trail Long,700,20-34,https://utmb.world/en/runner/1471991.edvardas.moseika,Edvardas MOSEIKA
Gastón Nicolás CAMBARERI,2003,M,🇦🇷,#3_Trail Short,699,35-39,https://utmb.world/en/runner/3289477.gastonnicolas.cambareri,Gaston Nicolas CAMBARERI
Raivis REINFELDS,2216,M,🇱🇻,#3_Trail Short,697,35-39,https://utmb.world/en/runner/1692555.raivis.reinfelds,Raivis REINFELDS
Sergejs ĻETA,2215,M,🇱🇻,#3_Trail Short,697,35-39,https://utmb.world/en/runner/1982919.sergejs.leta,Sergejs ĻETA (Sergejs LETA)
Ignacio GARRONE DEICAS,3298,M,🇺🇾,#2_Trail Long,695,20-34,https://utmb.world/en/runner/1158349.ignacio.garrone,Ignacio GARRONE
Israel CHIMBO PASATO,4326,M,🇪🇨,#4_Mountain Classic Junior,695,U20,https://utmb.world/en/runner/4448966.israel.chimbopasato,Israel CHIMBO PASATO
Roberto PAZZAGLIA,1203,M,🇸🇲,#1_Vertical Uphill,695,50-54,https://utmb.world/en/runner/476040.roberto.pazzaglia,Roberto PAZZAGLIA
Safrey SUMPING,2233,M,🇲🇾,#3_Trail Short,695,40-44,https://utmb.world/en/runner/57387.safrey.sumping,Safrey SUMPING
Marcelo MUÑOZ,3055,M,🇨🇱,#2_Trail Long,692,20-34,https://utmb.world/en/runner/2584733.miguelmarcelo.munozcorrea,Miguel Marcelo MUNOZ CORREA
Marius DIJOKAS,2221,M,🇱🇹,#3_Trail Short,692,40-44,https://utmb.world/en/runner/1498151.marius.dijokas,Marius DIJOKAS
Oleksii MELNYK,3292,M,🇺🇦,#2_Trail Long,692,35-39,https://utmb.world/en/runner/1438743.oleksii.melnyk,Oleksii MELNYK
Fraser DARCY,2015,M,🇦🇺,#3_Trail Short,690,20-34,https://utmb.world/en/runner/1850393.fraser.darcy,Fraser DARCY
Frank Dariel CASTRO PERÚ,1051,M,🇨🇺,#1_Vertical Uphill,688,20-34,https://utmb.world/en/runner/4466592.frank.castro,Frank CASTRO
Frank Dariel CASTRO PERÚ,4048,M,🇨🇺,#5_Mountain Classic Senior,688,20-34,https://utmb.world/en/runner/4466592.frank.castro,Frank CASTRO
Benjamin VUK,3068,M,🇭🇷,#2_Trail Long,687,35-39,https://utmb.world/en/runner/438522.benyamin.vuk,Benyamin VUK
Max MOBERG,3099,M,🇫🇮,#2_Trail Long,686,35-39,https://utmb.world/en/runner/2208853.max.moberg,Max MOBERG
Santiago MARGOZZINI,3053,M,🇨🇱,#2_Trail Long,686,20-34,https://utmb.world/en/runner/868833.santiago.margozzini,Santiago MARGOZZINI
Gonzalo CABALLERO,3297,M,🇺🇾,#2_Trail Long,684,35-39,https://utmb.world/en/runner/3537079.gonzalo.caballero,Gonzalo CABALLERO
Matías BARROS,2060,M,🇨🇱,#3_Trail Short,681,20-34,https://utmb.world/en/runner/2653499.matias.barros,Matias BARROS
Sebastien LECLERE,1024,M,🇧🇪,#1_Vertical Uphill,675,35-39,https://utmb.world/en/runner/2498981.sebastien.leclere,Sébastien LECLÈRE
Justinas VAIZMUZYS,2225,M,🇱🇹,#3_Trail Short,674,35-39,https://utmb.world/en/runner/2428171.justinas.vaizmuzys,Justinas VAIŽMUŽYS
Vaidas RAMANAUSKAS,2223,M,🇱🇹,#3_Trail Short,674,35-39,https://utmb.world/en/runner/4043164.vaidas.ramanauskas,Vaidas RAMANAUSKAS
Peng-Chung CHEN,3286,M,🇹🇼,#2_Trail Long,673,45-49,https://utmb.world/en/runner/919995.pengchung.chen,Peng Chung CHEN
Som Bahadur THAMI,2171,M,🇮🇳,#3_Trail Short,673,20-34,https://utmb.world/en/runner/4920884.sombahadur.thami,Som Bahadur THAMI
Enzo FERRARI,3052,M,🇨🇱,#2_Trail Long,670,35-39,https://utmb.world/en/runner/208826.enzo.ferrari,Enzo FERRARI
David LONGO,2017,M,🇦🇺,#3_Trail Short,667,20-34,https://utmb.world/en/runner/454658.david.longo,David LONGO
Hrvoje VLAŠIĆ,3067,M,🇭🇷,#2_Trail Long,664,40-44,https://utmb.world/en/runner/2269985.hrvoje.vlasic,Hrvoje VLAŠIĆ
Andrej HLADNIK,2073,M,🇭🇷,#3_Trail Short,659,20-34,https://utmb.world/en/runner/5023940.andrej.hladnik,Andrej HLADNIK
Darío CAMPOS,4036,M,🇨🇱,#5_Mountain Classic Senior,658,20-34,https://utmb.world/en/runner/4936694.dariorafael.camposvidal,Darío Rafael CAMPOS VIDAL
Eduardo MÜLLER,3054,M,🇨🇱,#2_Trail Long,656,45-49,https://utmb.world/en/runner/4504380.hectoreduardo.mullerparra,Héctor Eduardo MULLER PARRA
Martín SCHURCH,1039,M,🇨🇱,#1_Vertical Uphill,656,U20,https://utmb.world/en/runner/3728809.martin.schurch,Martin SCHURCH
Alberto ZANCHI,3275,M,🇸🇲,#2_Trail Long,655,35-39,https://utmb.world/en/runner/238885.alberto.zanchi,Alberto ZANCHI
Godwin MIRAR,2262,M,🇵🇭,#3_Trail Short,655,20-34,https://utmb.world/en/runner/3285959.godwin.mirar,Godwin MIRAR
Jonas NARKELIUNAS,3198,M,🇱🇹,#2_Trail Long,650,20-34,https://utmb.world/en/runner/1471997.jonas.narkeliunas,Jonas NARKELIŪNAS
Ante ŽIVKOVIĆ,1046,M,🇭🇷,#1_Vertical Uphill,647,20-34,https://utmb.world/en/runner/1992659.ante.zivkovic,Ante ZIVKOVIC
Ante ŽIVKOVIĆ,2078,M,🇭🇷,#3_Trail Short,647,20-34,https://utmb.world/en/runner/1992659.ante.zivkovic,Ante ZIVKOVIC
Niklas SCHERB,4313,M,🇦🇹,#4_Mountain Classic Junior,645,U18,https://utmb.world/en/runner/4596540.niklas.weisskopf,Niklas WEIßKOPF
Valdas RUBEL,3199,M,🇱🇹,#2_Trail Long,639,35-39,https://utmb.world/en/runner/4778404.valdas.rubel,Valdas RUBEL
Julio Alejandro ESPINOZA,4321,M,🇨🇱,#4_Mountain Classic Junior,636,U20,https://utmb.world/en/runner/3728811.julioalejandro.espinozaaros,Julio Alejandro ESPINOZA AROS
Cristian Ariel ARANDA,2258,M,🇵🇾,#3_Trail Short,635,20-34,https://utmb.world/en/runner/2132279.cristian.aranda,Cristian ARANDA
Cristian Ariel ARANDA,4173,M,🇵🇾,#5_Mountain Classic Senior,635,20-34,https://utmb.world/en/runner/2132279.cristian.aranda,Cristian ARANDA
Doyun KIM,2206,M,🇰🇷,#3_Trail Short,628,35-39,https://utmb.world/en/runner/4545164.doyun.kim,Doyun KIM
Sannat SACHDEV,2169,M,🇮🇳,#3_Trail Short,623,20-34,https://utmb.world/en/runner/2409135.sannat.sachdev,Sannat SACHDEV
Yu-Jian JIANG,2331,M,🇹🇼,#3_Trail Short,622,20-34,https://utmb.world/en/runner/4416560.yujian.jiang,Yu Jian JIANG
Gediminas VILIUNAS,4146,M,🇱🇹,#5_Mountain Classic Senior,621,20-34,https://utmb.world/en/runner/1472137.gediminas.viliunas,Gediminas VILIŪNAS
Gyehoon JO,3182,M,🇰🇷,#2_Trail Long,621,35-39,https://utmb.world/en/runner/5207030.gyehoon.jo,Gyehoon JO
Donatas JOCIUS,4144,M,🇱🇹,#5_Mountain Classic Senior,618,35-39,https://utmb.world/en/runner/2967727.donatas.jocius,Donatas JOCIUS
Nandino MALEŠEVIĆ,2037,M,🇧🇦,#3_Trail Short,613,35-39,https://utmb.world/en/runner/3991386.nandino.malesevic,Nandino MALEŠEVIĆ
Thabang MADIBA,1190,M,🇿🇦,#1_Vertical Uphill,613,20-34,https://utmb.world/en/runner/4884646.thabang.madiba,Thabang MADIBA
Kostyantyn ZHELEZOV,2336,M,🇺🇦,#3_Trail Short,612,50-54,https://utmb.world/en/runner/301484.kostyantyn.zhelezov,Kostyantyn ZHELEZOV
Yen-Tsung CHEN,3287,M,🇹🇼,#2_Trail Long,606,45-49,https://utmb.world/en/runner/545275.yentsung.chen,Yen-Tsung CHEN
Chih-Min CHUANG,2330,M,🇹🇼,#3_Trail Short,601,45-49,https://utmb.world/en/runner/1298603.chihmin.chuang,Chih Min CHUANG
Julio César ROMÁN,3236,M,🇵🇾,#2_Trail Long,601,40-44,https://utmb.world/en/runner/1185225.julio.roman,Julio ROMAN
Paulo GOMES,1178,M,🇵🇹,#1_Vertical Uphill,600,40-44,https://utmb.world/en/runner/4947408.paulo.gomes,Paulo GOMES
Stefano BENVENUTI,1201,M,🇸🇲,#1_Vertical Uphill,594,35-39,https://utmb.world/en/runner/4434980.stefano.benvenuti,Stefano BENVENUTI
Sangjun LEE,3183,M,🇰🇷,#2_Trail Long,591,45-49,https://utmb.world/en/runner/4771070.sangjun.lee,Sang Jun LEE
Paulo MACEDO,4184,M,🇵🇹,#5_Mountain Classic Senior,563,40-44,https://utmb.world/en/runner/3706677.paulo.macedo,Paulo MACEDO
Marko MARTINČIĆ,3063,M,🇭🇷,#2_Trail Long,559,40-44,https://utmb.world/en/runner/5023950.marko.martincic,Marko MARTINČIĆ
Wayne BOTHA,3231,M,🇳🇿,#2_Trail Long,553,50-54,https://utmb.world/en/runner/22104.wayne.botha,Wayne BOTHA
Stjepan RADIĆ,3065,M,🇭🇷,#2_Trail Long,544,20-34,https://utmb.world/en/runner/3549087.stjepan.radic,Stjepan RADIĆ
Lorenzo RIGHI,2302,M,🇸🇲,#3_Trail Short,541,20-34,https://utmb.world/en/runner/4950813.lorenzo.righi,Lorenzo RIGHI
Joel Román VALLEJOS,3237,M,🇵🇾,#2_Trail Long,539,35-39,https://utmb.world/en/runner/3228617.joelroman.vallejosgamarra,Joel Roman VALLEJOS GAMARRA
Francesco MAZZA,4376,M,🇮🇹,#4_Mountain Classic Junior,532,35-39,https://utmb.world/en/runner/2223753.francesco.mazza,Francesco MAZZA
Windy Erlin ARÉVALO ENCINAS,3035,M,🇧🇴,#2_Trail Long,528,40-44,https://utmb.world/en/runner/1523069.windy.arevalo,Windy AREVALO
Sungchan PARK,3184,M,🇰🇷,#2_Trail Long,525,40-44,https://utmb.world/en/runner/1389605.sungchan.park,Sungchan PARK
Emilis DOMARKAS,3196,M,🇱🇹,#2_Trail Long,507,40-44,https://utmb.world/en/runner/1471999.emilis.domarkas,Emilis DOMARKAS
Wei-Ting CHEN,1218,M,🇹🇼,#1_Vertical Uphill,506,35-39,https://utmb.world/en/runner/1049959.weiting.chen,Wei-Ting CHEN
Oliver Horst KROLL,2259,M,🇵🇾,#3_Trail Short,475,45-49,https://utmb.world/en/runner/3180775.oliverhorst.krollfichter,Oliver Horst KROLL FICHTER
Oliver Horst KROLL,4175,M,🇵🇾,#5_Mountain Classic Senior,475,45-49,https://utmb.world/en/runner/3180775.oliverhorst.krollfichter,Oliver Horst KROLL FICHTER
José CARVALHO,1177,M,🇵🇹,#1_Vertical Uphill,472,55-59,https://utmb.world/en/runner/1055535.jose.carvalho,Jose CARVALHO
Miguel Angel LOPEZ,4386,M,🇲🇽,#4_Mountain Classic Junior,470,20-34,https://utmb.world/en/runner/2447647.miguelangel.vargaslopez,Miguel Ángel VARGAS LÓPEZ
Jean Jacques MOK,2047,M,🇰🇭,#3_Trail Short,465,35-39,https://utmb.world/en/runner/2629069.jeanjacques.mok,Jean-Jacques MOK
Jean Luc PUONG,2048,M,🇰🇭,#3_Trail Short,449,40-44,https://utmb.world/en/runner/569609.jeanluc.puong,Jean-Luc PUONG
Johan VAN HEERDEN,2294,M,🇿🇦,#3_Trail Short,430,50-54,https://utmb.world/en/runner/4886812.johan.vanheerden,Johan VAN HEERDEN
Suyong KIM,2207,M,🇰🇷,#3_Trail Short,407,55-59,https://utmb.world/en/runner/4265135.seyong.kim,Seyong KIM
Alastair GEORGE,1008,M,🇦🇺,#1_Vertical Uphill,383,40-44,https://utmb.world/en/runner/2076085.alasdair.george,Alasdair GEORGE
Manuel SANTIAGO,1147,M,🇲🇽,#1_Vertical Uphill,312,20-34,https://utmb.world/en/runner/3570857.manuel.santiago,Manuel SANTIAGO
Aaron MCGRADY,1109,M,🇮🇪,#1_Vertical Uphill,0,,,
Abdülmecit AÇAN,4415,M,🇹🇷,#4_Mountain Classic Junior,0,,,
Adam CUNNINGHAM,2173,M,🇮🇪,#3_Trail Short,0,,,
Adam KRAJČ,4414,M,🇸🇰,#4_Mountain Classic Junior,0,,,
Ade PUTRA KATUME,2166,M,🇮🇩,#3_Trail Short,0,,,
Albert Constantin MUNTEANU,4399,M,🇷🇴,#4_Mountain Classic Junior,0,,,
Alexander CHEPELIN,2139,M,🇬🇧,#3_Trail Short,0,20-34,https://utmb.world/en/runner/2309573.alexander.chepelin,Alexander CHEPELIN
Alexander Marcelo OLIVO MERINO,2097,M,🇪🇨,#3_Trail Short,0,,,
Alexander POULSTON,4351,M,🇬🇧,#4_Mountain Classic Junior,0,,,
Alexandre RICARD,1032,M,🇨🇦,#1_Vertical Uphill,0,35-39,https://utmb.world/en/runner/871667.alexandre.ricard,Alexandre RICARD
Alexandre RICARD,4031,M,🇨🇦,#5_Mountain Classic Senior,0,35-39,https://utmb.world/en/runner/871667.alexandre.ricard,Alexandre RICARD
Alvaro Mauricio CARRANZA OLIVO,1062,M,🇪🇨,#5_Mountain Classic Senior,0,40-44,https://utmb.world/en/runner/5198516.alvaromauricio.carranzaolivo,Alvaro Mauricio CARRANZA OLIVO
Alvaro Mauricio CARRANZA OLIVO,4059,M,🇪🇨,#5_Mountain Classic Senior,0,40-44,https://utmb.world/en/runner/5198516.alvaromauricio.carranzaolivo,Alvaro Mauricio CARRANZA OLIVO
Ammarith ANN,1027,M,🇰🇭,#1_Vertical Uphill,0,,,
Ammarith ANN,4026,M,🇰🇭,#5_Mountain Classic Senior,0,,,
Anders Aagaard HANSEN,2088,M,🇩🇰,#3_Trail Short,0,,,
Andrei DASCAL,4397,M,🇷🇴,#4_Mountain Classic Junior,0,,,
Andrei Gabriel PREDA,3265,M,🇷🇴,#2_Trail Long,0,20-34,https://utmb.world/en/runner/1444867.andreigabriel.preda,Andrei-Gabriel PREDA
Andrejs DMITRIJEVS,1135,M,🇱🇻,#1_Vertical Uphill,0,,,
Andrejs DMITRIJEVS,4139,M,🇱🇻,#5_Mountain Classic Senior,0,,,
Andy GOOD,4166,M,🇳🇿,#5_Mountain Classic Senior,0,35-39,https://utmb.world/en/runner/1284905.andy.good,Andy GOOD
Anselme POHER,4319,M,🇨🇦,#4_Mountain Classic Junior,0,,,
Ariel Sebastian VALLEJO BUENAÑO,4329,M,🇪🇨,#4_Mountain Classic Junior,0,U18,https://utmb.world/en/runner/5198526.arielsebastian.vallejobuenano,Ariel Sebastian VALLEJO BUENAÑO
Arjun Rai KULLING,3220,M,🇳🇵,#2_Trail Long,0,,,
Arvid LÖSEL,4358,M,🇩🇪,#4_Mountain Classic Junior,0,,,
Attila PELSŐCZY,2160,M,🇭🇺,#3_Trail Short,0,40-44,https://utmb.world/en/runner/2343917.attila.pelsoczy,Attila PELSŐCZY
Augusto Geovanny ANDRADE PAGUAY,1060,M,🇪🇨,#1_Vertical Uphill,0,,,
Augusto Geovanny ANDRADE PAGUAY,4057,M,🇪🇨,#5_Mountain Classic Senior,0,,,
Benjamin RICKERBY,4392,M,🇳🇿,#4_Mountain Classic Junior,0,,,
Bertold KALÁSZ,4359,M,🇭🇺,#4_Mountain Classic Junior,0,,,
Brian Rubén BURGOS,4002,M,🇦🇷,#5_Mountain Classic Senior,0,,,
Caleb RICHARDSON,4427,M,🇺🇸,#4_Mountain Classic Junior,0,,,
Cameron MCNAMARA,1031,M,🇨🇦,#1_Vertical Uphill,0,,,
Chane SOUARD,4343,M,🇫🇷,#4_Mountain Classic Junior,0,U20,https://utmb.world/en/runner/4942247.chane.souard,Chané SOUARD
Ciprian COSTIN,4396,M,🇷🇴,#4_Mountain Classic Junior,0,,,
Colum O'NEIL,4368,M,🇮🇪,#4_Mountain Classic Junior,0,,,
Cristóbal STACK,1040,M,🇨🇱,#1_Vertical Uphill,0,,,
Dan CURTS,1230,M,🇺🇸,#1_Vertical Uphill,0,,,
Dan CURTS,4236,M,🇺🇸,#5_Mountain Classic Senior,0,,,
Danielius STASIULIS,2224,M,🇱🇹,#3_Trail Short,0,35-39,https://utmb.world/en/runner/1051773.danielius.stasiulis,Danielius STASIULIS
Darius BAJARUNAS,2220,M,🇱🇹,#3_Trail Short,0,35-39,https://utmb.world/en/runner/3553867.darius.bajarunas,Darius BAJARŪNAS
David Alexander NIEVA,4005,M,🇦🇷,#5_Mountain Classic Senior,0,,,
Diego Enrique MARIN,3235,M,🇵🇾,#2_Trail Long,0,,,
Diego Ignacio DIAZ,1037,M,🇨🇱,#1_Vertical Uphill,0,20-34,https://utmb.world/en/runner/2337017.diegoignacio.diazinostroza,Diego Ignacio DÍAZ INOSTROZA
Diego Ignacio DIAZ,4038,M,🇨🇱,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/2337017.diegoignacio.diazinostroza,Diego Ignacio DÍAZ INOSTROZA
Diego REBOLLEDO,4303,M,🇦🇷,#4_Mountain Classic Junior,0,,,
Dillon MCEVOY,3150,M,🇮🇪,#2_Trail Long,0,,,
Dimitri THIOUNN,2044,M,🇰🇭,#3_Trail Short,0,,,
Dismas YEKO,1226,M,🇺🇬,#1_Vertical Uphill,0,,,
Dismas YEKO,4228,M,🇺🇬,#5_Mountain Classic Senior,0,,,
Eddy KHAOU,2045,M,🇰🇭,#3_Trail Short,0,,,
Eliseo Joaquin NARVAEZ,2004,M,🇦🇷,#3_Trail Short,0,,,
Eliud CHEROP,1224,M,🇺🇬,#1_Vertical Uphill,0,,,
Eliud CHEROP,4226,M,🇺🇬,#5_Mountain Classic Senior,0,,,
Elmir ASKAROV,1023,M,🇦🇿,#1_Vertical Uphill,0,,,
Elmir ASKAROV,2034,M,🇦🇿,#3_Trail Short,0,,,
Elmir ASKAROV,4021,M,🇦🇿,#5_Mountain Classic Senior,0,,,
Emilio Paul LEON PEREZ,4328,M,🇪🇨,#4_Mountain Classic Junior,0,20-34,https://utmb.world/en/runner/5198524.emiliopaul.leonperez,Emilio Paul LEON PEREZ
Eoin LENNON,4111,M,🇮🇪,#5_Mountain Classic Senior,0,35-39,https://utmb.world/en/runner/278679.eoin.lennon,Eoin LENNON
Erenjia JIA,1043,M,🇨🇳,#1_Vertical Uphill,0,20-34,https://utmb.world/en/runner/990115.erenjia.jia,Erenjia JIA
Erenjia JIA,4045,M,🇨🇳,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/990115.erenjia.jia,Erenjia JIA
Erland Åkra ELDRUP,3223,M,🇳🇴,#2_Trail Long,0,20-34,https://utmb.world/en/runner/3005597.erland.akraeldrup,Erland ÅKRA ELDRUP (Erland AKRA ELDRUP)
Ethan MCMULLAN,4367,M,🇮🇪,#4_Mountain Classic Junior,0,,,
Ewan BUSFIELD,4348,M,🇬🇧,#4_Mountain Classic Junior,0,,,
Ewan SHINGLER,4013,M,🇦🇺,#5_Mountain Classic Senior,0,,,
Ezekiel Cheruiyot KURUI,3181,M,🇰🇪,#2_Trail Long,0,45-49,https://utmb.world/en/runner/5129338.ezekiel.kurui,Ezekiel KURUI
Ezequiel Antonio LOPEZ,4004,M,🇦🇷,#5_Mountain Classic Senior,0,,,
Fabian AEBERSOLD,1205,M,🇨🇭,#1_Vertical Uphill,0,,,
Fabian AEBERSOLD,4213,M,🇨🇭,#5_Mountain Classic Senior,0,,,
Fabian HENNERBICHLER,4311,M,🇦🇹,#4_Mountain Classic Junior,0,,,
Fabián VENERO,4334,M,🇪🇸,#4_Mountain Classic Junior,0,U20,https://utmb.world/en/runner/4026618.fabian.venerojimenez,Fabian VENERO JIMENEZ
Farrell HEDRICK,1028,M,🇰🇭,#1_Vertical Uphill,0,,,
Farrell HEDRICK,4027,M,🇰🇭,#5_Mountain Classic Senior,0,,,
Filimon ABRAHAM,1093,M,🇩🇪,#1_Vertical Uphill,0,,,
Filimon ABRAHAM,4094,M,🇩🇪,#5_Mountain Classic Senior,0,,,
Finlay GRANT,4086,M,🇬🇧,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/5004655.finlay.grant,Finlay GRANT
Florian ZEISLER,1018,M,🇦🇹,#1_Vertical Uphill,0,40-44,https://utmb.world/en/runner/2594013.florian.zeisler,Florian ZEISLER
Francesco BONGIO,4373,M,🇮🇹,#4_Mountain Classic Junior,0,,,
Francisco MOREIRA,2062,M,🇨🇱,#3_Trail Short,0,,,
Francisco Xavier PINTO MORENO,3083,M,🇪🇨,#2_Trail Long,0,,,
Franco Hernán ORO,3005,M,🇦🇷,#2_Trail Long,0,,,
Gabriel MUÑOZ,1038,M,🇨🇱,#1_Vertical Uphill,0,20-34,https://utmb.world/en/runner/3789935.victorgabriel.munozgutierrez,Victor Gabriel MUÑOZ GUTIERREZ
Gabriel MUÑOZ,4039,M,🇨🇱,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/3789935.victorgabriel.munozgutierrez,Victor Gabriel MUÑOZ GUTIERREZ
Gareth HADFIELD,1029,M,🇨🇦,#1_Vertical Uphill,0,20-34,https://utmb.world/en/runner/2330461.gareth.hadfield,Gareth HADFIELD
Geoffrey GIKUNI,2204,M,🇰🇪,#3_Trail Short,0,,,
Haim MALKA,4117,M,🇮🇱,#5_Mountain Classic Senior,0,50-54,https://utmb.world/en/runner/2330509.haim.malka,Haim MALKA
Halfdan-Emil FÆRØ,1159,M,🇳🇴,#1_Vertical Uphill,0,,,
Halfdan-Emil FÆRØ,4160,M,🇳🇴,#5_Mountain Classic Senior,0,,,
Harald KÅRBÖ,1160,M,🇳🇴,#1_Vertical Uphill,0,,,
Harald KÅRBÖ,4161,M,🇳🇴,#5_Mountain Classic Senior,0,,,
Hector PEREZ,4387,M,🇲🇽,#4_Mountain Classic Junior,0,50-54,https://utmb.world/en/runner/2447551.hectorhugo.perezgranados,Hector Hugo PEREZ GRANADOS
Hemant LIMBU,3147,M,🇮🇳,#2_Trail Long,0,,,
Hillary KIMAIYO,1126,M,🇰🇪,#1_Vertical Uphill,0,,,
Hillary KIMAIYO,4130,M,🇰🇪,#5_Mountain Classic Senior,0,,,
Hosea CHEMUTAI,4421,M,🇺🇬,#4_Mountain Classic Junior,0,,,
Hsin-Kai SU,1219,M,🇹🇼,#1_Vertical Uphill,0,,,
Hugo CONTRERAS,4037,M,🇨🇱,#5_Mountain Classic Senior,0,70-74,https://utmb.world/en/runner/2345111.hugo.contreras,Hugo CONTRERAS
Hyung Min HWANG,2205,M,🇰🇷,#3_Trail Short,0,,,
Ibai LARREA,1071,M,🇪🇸,#1_Vertical Uphill,0,20-34,https://utmb.world/en/runner/4954205.ibai.larrea,Ibai LARREA
Ibai LARREA,4068,M,🇪🇸,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/4954205.ibai.larrea,Ibai LARREA
Ignacio Alejandro SEJAS AGUILERA,4317,M,🇧🇴,#4_Mountain Classic Junior,0,U20,https://utmb.world/en/runner/4087421.ignacioalexandro.sejas,Ignacio Alexandro SEJAS
Isaac Mande KIBET,4227,M,🇺🇬,#5_Mountain Classic Senior,0,,,
Ivan DRAČAR,1044,M,🇭🇷,#1_Vertical Uphill,0,,,
Jaka MARINKO,4402,M,🇸🇮,#4_Mountain Classic Junior,0,,,
Jake FENECH,1151,M,🇲🇹,#1_Vertical Uphill,0,,,
Jake FENECH,4153,M,🇲🇹,#5_Mountain Classic Senior,0,,,
James KIRWA,4422,M,🇺🇬,#4_Mountain Classic Junior,0,,,
Javier Adolfo CARRIQUEO,1002,M,🇦🇷,#1_Vertical Uphill,0,,,
Javier Adolfo CARRIQUEO,4003,M,🇦🇷,#5_Mountain Classic Senior,0,,,
