name,bib,sex,flag,race,utmb_index,utmb_agegroup,utmb_uri,utmb_name
Kamil LEŚNIAK,3247,M,🇵🇱,#2_Trail Long,832,20-34,https://utmb.world/en/runner/107261.kamil.lesniak,Kamil LESNIAK
Zak HANNA,1107,M,🇮🇪,#1_Vertical Uphill,832,20-34,https://utmb.world/en/runner/2593387.zak.hanna,Zak HANNA
Didrik Grytbak HERMANSEN,3225,M,🇳🇴,#2_Trail Long,830,40-44,https://utmb.world/en/runner/4822914.didrikgrytbak.hermansen,Didrik-Grytbak HERMANSEN
Hiroki KAI,3172,M,🇯🇵,#2_Trail Long,830,20-34,https://utmb.world/en/runner/4511652.kai.hiroki,Kai HIROKI
Pedro BARROS,3252,M,🇵🇹,#2_Trail Long,830,20-34,https://utmb.world/en/runner/1396815.pedro.barros,Pedro BARROS
Carlos FERREIRA,3253,M,🇵🇹,#2_Trail Long,829,35-39,https://utmb.world/en/runner/803678.carlos.costaferreira,Carlos COSTA FERREIRA
Tuomas KARI,2117,M,🇫🇮,#3_Trail Short,828,40-44,https://utmb.world/en/runner/3513757.tuomas.kari,Tuomas KARI
Célio ROSA,3036,M,🇧🇷,#2_Trail Long,827,45-49,https://utmb.world/en/runner/395551.celio.augustorosa,Celio AUGUSTO ROSA
Tomasz SKUPIEŃ,3248,M,🇵🇱,#2_Trail Long,827,35-39,https://utmb.world/en/runner/2630673.tomasz.skupien,Tomasz SKUPIEN
Koken OGASAWARA,3175,M,🇯🇵,#2_Trail Long,826,20-34,https://utmb.world/en/runner/2617243.kouken.ogasawara,Kouken OGASAWARA
Mads Flensted LOURING,3078,M,🇩🇰,#2_Trail Long,826,20-34,https://utmb.world/en/runner/2651253.mads.louring,Mads LOURING
Jonas HESTHAUG,2247,M,🇳🇴,#3_Trail Short,825,20-34,https://utmb.world/en/runner/1718973.jonas.hesthaug,Jonas HESTHAUG
Marc DÜRR,2146,M,🇩🇪,#3_Trail Short,825,20-34,https://utmb.world/en/runner/1383541.marc.durr,Marc DURR
Nathan PEARCE,1010,M,🇦🇺,#1_Vertical Uphill,825,20-34,https://utmb.world/en/runner/4787722.nathan.pearce,Nathan PEARCE
Nathan PEARCE,4011,M,🇦🇺,#5_Mountain Classic Senior,825,20-34,https://utmb.world/en/runner/4787722.nathan.pearce,Nathan PEARCE
Marco FILOSI,4120,M,🇮🇹,#5_Mountain Classic Senior,824,20-34,https://utmb.world/en/runner/2586137.marco.filosi,Marco FILOSI
Athanasios PAGOUNADIS,2156,M,🇬🇷,#3_Trail Short,822,35-39,https://utmb.world/en/runner/1113973.athanasios.pagounadis,Athanasios PAGOUNADIS
Christian LEU,2308,M,🇨🇭,#3_Trail Short,822,20-34,https://utmb.world/en/runner/4669800.christian.leu,Christian LEU
Manuel BONARDI,3161,M,🇮🇹,#2_Trail Long,822,35-39,https://utmb.world/en/runner/2693407.manuel.bonardi,Manuel BONARDI
Janez KLANČNIK,3270,M,🇸🇮,#2_Trail Long,821,35-39,https://utmb.world/en/runner/2565289.janez.klancnik,Janez KLANCNIK
Owen DAVIES,3116,M,🇬🇧,#2_Trail Long,821,35-39,https://utmb.world/en/runner/1998259.owen.davies,Owen DAVIES
Pawel CZERNIAK,3246,M,🇵🇱,#2_Trail Long,821,35-39,https://utmb.world/en/runner/993587.pawel.czerniak,Pawel CZERNIAK
Patrik JUHÁSZ,1101,M,🇭🇺,#1_Vertical Uphill,820,20-34,https://utmb.world/en/runner/4292360.patrikakos.juhasz,Patrik Ákos JUHÁSZ
Patrik JUHÁSZ,4102,M,🇭🇺,#5_Mountain Classic Senior,820,20-34,https://utmb.world/en/runner/4292360.patrikakos.juhasz,Patrik Ákos JUHÁSZ
Daniel CLAASSEN,3267,M,🇿🇦,#2_Trail Long,819,20-34,https://utmb.world/en/runner/2514861.daniel.claassen,Daniël CLAASSEN
François LEBOEUF,2307,M,🇨🇭,#3_Trail Short,819,35-39,https://utmb.world/en/runner/678450.francois.leboeuf,François LEBOEUF
Jan TORRELLA,4333,M,🇪🇸,#4_Mountain Classic Junior,819,U20,https://utmb.world/en/runner/3371567.jan.torrella,Jan TORRELLA
Marcos VILLAMUERA,4335,M,🇪🇸,#4_Mountain Classic Junior,819,U20,https://utmb.world/en/runner/4275432.marcos.villamueraizquierdo,Marcos VILLAMUERA IZQUIERDO
Simon DESVAUX DE MARIGNY,3219,M,🇲🇺,#2_Trail Long,818,40-44,https://utmb.world/en/runner/103657.simon.desvaux,Simon DESVAUX
Christian MEIER,3040,M,🇨🇦,#2_Trail Long,817,35-39,https://utmb.world/en/runner/4119496.christian.meier,Christian MEIER
Jacob ADKIN,1082,M,🇬🇧,#1_Vertical Uphill,817,20-34,https://utmb.world/en/runner/2240721.jacob.adkin,Jacob ADKIN
Jacob ADKIN,4084,M,🇬🇧,#5_Mountain Classic Senior,817,20-34,https://utmb.world/en/runner/2240721.jacob.adkin,Jacob ADKIN
Linus HULTEGÅRD,2324,M,🇸🇪,#3_Trail Short,816,20-34,https://utmb.world/en/runner/321121.linus.hultegard,Linus HULTEGÅRD
Matic ČAČULOVIČ,3269,M,🇸🇮,#2_Trail Long,816,20-34,https://utmb.world/en/runner/1629977.matic.caculovic,Matic CACULOVIC
Paulo MESQUITA,2274,M,🇵🇹,#3_Trail Short,816,20-34,https://utmb.world/en/runner/1396793.paulo.mesquita,Paulo MESQUITA
Bruno SOUSA,3256,M,🇵🇹,#2_Trail Long,815,40-44,https://utmb.world/en/runner/406411.bruno.sousa,Bruno SOUSA
Rares Imre MIKLOS,1183,M,🇷🇴,#1_Vertical Uphill,815,20-34,https://utmb.world/en/runner/4374982.rares.miklos,Rares MIKLOS
Rares Imre MIKLOS,4188,M,🇷🇴,#5_Mountain Classic Senior,815,20-34,https://utmb.world/en/runner/4374982.rares.miklos,Rares MIKLOS
Artūrs VADZIS,3191,M,🇱🇻,#2_Trail Long,813,20-34,https://utmb.world/en/runner/150837.arturs.vadzis,Arturs VADZIS
Moises MARTÍNEZ,2237,M,🇲🇽,#3_Trail Short,813,50-54,https://utmb.world/en/runner/4822932.moises.martinez,Moises MARTINEZ
Christian STERN,3028,M,🇦🇹,#2_Trail Long,811,40-44,https://utmb.world/en/runner/2531659.christian.stern,Christian STERN
Huub VAN NOORDEN,2244,M,🇳🇱,#3_Trail Short,810,35-39,https://utmb.world/en/runner/262295.huub.vannoorden,Huub VAN NOORDEN
Joe STEWARD,1086,M,🇬🇧,#1_Vertical Uphill,810,20-34,https://utmb.world/en/runner/2595111.joe.steward,Joe STEWARD
Joe STEWARD,4088,M,🇬🇧,#5_Mountain Classic Senior,810,20-34,https://utmb.world/en/runner/2595111.joe.steward,Joe STEWARD
Marko TRATNIK,2299,M,🇸🇮,#3_Trail Short,810,35-39,https://utmb.world/en/runner/898203.marko.tratnik,Marko TRATNIK
Diego Ramón SIMON,2007,M,🇦🇷,#3_Trail Short,809,35-39,https://utmb.world/en/runner/892921.diegoramon.simon,Diego Ramon SIMON
Ruud KAPPERT,2243,M,🇳🇱,#3_Trail Short,809,20-34,https://utmb.world/en/runner/945819.ruud.kappert,Ruud KAPPERT
Luke MICALLEF,4154,M,🇲🇹,#5_Mountain Classic Senior,808,20-34,https://utmb.world/en/runner/2330479.luke.micallef,Luke MICALLEF
Alexandru Marinel BLEJDEA,2284,M,🇷🇴,#3_Trail Short,807,20-34,https://utmb.world/en/runner/3981303.alexandru.blejdea,Alexandru BLEJDEA
Galen REYNOLDS,3042,M,🇨🇦,#2_Trail Long,807,35-39,https://utmb.world/en/runner/207671.galen.reynolds,Galen REYNOLDS
Ho Chung WONG,3139,M,🇭🇰,#2_Trail Long,806,35-39,https://utmb.world/en/runner/264825.hochung.wong,Ho Chung WONG
Julius OTT,1094,M,🇩🇪,#1_Vertical Uphill,806,20-34,https://utmb.world/en/runner/4204401.julius.ott,Julius OTT
Julius OTT,4095,M,🇩🇪,#5_Mountain Classic Senior,806,20-34,https://utmb.world/en/runner/4204401.julius.ott,Julius OTT
Adrian NISKI,3128,M,🇩🇪,#2_Trail Long,805,20-34,https://utmb.world/en/runner/699240.adrian.niski,Adrian NISKI
Marcus RIBI,2054,M,🇨🇦,#3_Trail Short,805,20-34,https://utmb.world/en/runner/1709393.marcus.ribi,Marcus RIBI
Nelson SANTOS,3255,M,🇵🇹,#2_Trail Long,804,45-49,https://utmb.world/en/runner/1264523.nelson.santos,Nelson SANTOS
Remi LEROUX,1030,M,🇨🇦,#1_Vertical Uphill,804,20-34,https://utmb.world/en/runner/4207264.remi.leroux,Remi LEROUX
Jean-Philippe THIBODEAU,3043,M,🇨🇦,#2_Trail Long,803,20-34,https://utmb.world/en/runner/857575.jeanphilippe.thibodeau,Jean-Philippe THIBODEAU
Milton AMAT,3206,M,🇲🇾,#2_Trail Long,803,40-44,https://utmb.world/en/runner/1120831.milton.amat,Milton AMAT
Florian GRASEL,3024,M,🇦🇹,#2_Trail Long,802,40-44,https://utmb.world/en/runner/171539.florian.grasel,Florian GRASEL
Jose NIETO,3214,M,🇲🇽,#2_Trail Long,801,45-49,https://utmb.world/en/runner/4389524.joseluis.nietosalgado,José Luis NIETO SALGADO
Lukas EHRLE,4357,M,🇩🇪,#4_Mountain Classic Junior,801,50-54,https://utmb.world/en/runner/4647312.lukas.ehrle,Lukas EHRLE
Máté Dávid VÁSÁRHELYI,2161,M,🇭🇺,#3_Trail Short,801,20-34,https://utmb.world/en/runner/4032137.mate.vasarhelyi,Máté VÁSÁRHELYI
Miran CVET,1195,M,🇸🇮,#1_Vertical Uphill,797,55-59,https://utmb.world/en/runner/830534.miran.cvet,Miran CVET
Miran CVET,4202,M,🇸🇮,#5_Mountain Classic Senior,797,55-59,https://utmb.world/en/runner/830534.miran.cvet,Miran CVET
Thomas WANNINGER,2149,M,🇩🇪,#3_Trail Short,797,35-39,https://utmb.world/en/runner/1995989.thomas.wanninger,Thomas WANNINGER
Domantas KAVALIAUSKAS,2222,M,🇱🇹,#3_Trail Short,795,20-34,https://utmb.world/en/runner/2418257.domantas.kavaliauskas,Domantas KAVALIAUSKAS
Alexander DAUTEL,3126,M,🇩🇪,#2_Trail Long,793,35-39,https://utmb.world/en/runner/970187.alexander.dautel,Alexander DAUTEL
Halldór Hermann JÓNSSON,2181,M,🇮🇸,#3_Trail Short,793,35-39,https://utmb.world/en/runner/3340539.halldor.jonsson,Halldor JONSSON
Klemen ŠPANRING,1196,M,🇸🇮,#1_Vertical Uphill,793,20-34,https://utmb.world/en/runner/2586019.klemen.spanring,Klemen ŠPANRING (Klemen SPANRING)
Klemen ŠPANRING,4203,M,🇸🇮,#5_Mountain Classic Senior,793,20-34,https://utmb.world/en/runner/2586019.klemen.spanring,Klemen ŠPANRING (Klemen SPANRING)
Arnie MACAÑERAS,3241,M,🇵🇭,#2_Trail Long,792,20-34,https://utmb.world/en/runner/2482745.arnie.macaneras,Arnie MACANERAS
Sipho MBANJWA,4196,M,🇿🇦,#5_Mountain Classic Senior,792,20-34,https://utmb.world/en/runner/5182570.sipho.mbanjwa,Sipho MBANJWA
Daniel CONNOLLY,2140,M,🇬🇧,#3_Trail Short,789,20-34,https://utmb.world/en/runner/3274099.daniel.connolly,Daniel CONNOLLY
Aleš ŽONTAR,2300,M,🇸🇮,#3_Trail Short,786,40-44,https://utmb.world/en/runner/302118.ales.zontar,Ales ZONTAR
Frederik Hagen ERNST,2087,M,🇩🇰,#3_Trail Short,786,20-34,https://utmb.world/en/runner/1031069.frederik.ernst,Frederik ERNST
Snorri BJÖRNSSON,3155,M,🇮🇸,#2_Trail Long,786,20-34,https://utmb.world/en/runner/3184751.snorri.bjornsson,Snorri BJÖRNSSON
Brandon MILLER,3041,M,🇨🇦,#2_Trail Long,784,20-34,https://utmb.world/en/runner/1577233.brandon.miller,Brandon MILLER
Carlos LOPES,4183,M,🇵🇹,#5_Mountain Classic Senior,784,40-44,https://utmb.world/en/runner/4635318.carlos.lopes,Carlos LOPES
Christian Grøn NØRFELT,2089,M,🇩🇰,#3_Trail Short,784,40-44,https://utmb.world/en/runner/527333.christian.norfelt,Christian NORFELT
Matthew CREHAN,2014,M,🇦🇺,#3_Trail Short,784,35-39,https://utmb.world/en/runner/1583491.matthew.crehan,Matthew CREHAN
Slovak IANCO,3263,M,🇷🇴,#2_Trail Long,784,20-34,https://utmb.world/en/runner/1862221.ianco.slovak,Ianco SLOVAK
Andrea ELIA,1117,M,🇮🇹,#1_Vertical Uphill,783,20-34,https://utmb.world/en/runner/5145796.andrea.elia,Andrea ELIA
Jörundur Frímann JÓNASSON,2180,M,🇮🇸,#3_Trail Short,783,20-34,https://utmb.world/en/runner/4206149.jorundur.jonasson,Jörundur JÓNASSON
Luciano PILATTI,3006,M,🇦🇷,#2_Trail Long,782,20-34,https://utmb.world/en/runner/477704.luciano.pilatti,Luciano PILATTI
Emmanouil POURIKAS,2157,M,🇬🇷,#3_Trail Short,781,20-34,https://utmb.world/en/runner/2191145.emmanouil.pourikas,Emmanouil POURIKAS
Ezequiel Alexis PAULUZAK,2005,M,🇦🇷,#3_Trail Short,781,35-39,https://utmb.world/en/runner/378215.ezequielalexis.pauluzak,Ezequiel Alexis PAULUZAK
Maximiliano VAZQUEZ,3300,M,🇺🇾,#2_Trail Long,781,20-34,https://utmb.world/en/runner/2211531.maximiliano.vazquez,Maximiliano VAZQUEZ
Joel DYRHOVDEN,1158,M,🇳🇴,#1_Vertical Uphill,780,20-34,https://utmb.world/en/runner/4635320.joel.dyrhovden,Joel DYRHOVDEN
Joel DYRHOVDEN,4159,M,🇳🇴,#5_Mountain Classic Senior,780,20-34,https://utmb.world/en/runner/4635320.joel.dyrhovden,Joel DYRHOVDEN
David JEKER,3039,M,🇨🇦,#2_Trail Long,779,35-39,https://utmb.world/en/runner/491785.david.jeker,David JEKER
Gerhard KAUFMANN,2026,M,🇦🇹,#3_Trail Short,779,35-39,https://utmb.world/en/runner/4180173.gerhard.kaufmann,Gerhard KAUFMANN
Jacques DU PLESSIS,2292,M,🇿🇦,#3_Trail Short,779,20-34,https://utmb.world/en/runner/4321536.jacques.duplessis,Jacques DU PLESSIS
Nigel HILL,3016,M,🇦🇺,#2_Trail Long,779,40-44,https://utmb.world/en/runner/1455639.nigel.hill,Nigel HILL
Samuël POHER,2052,M,🇨🇦,#3_Trail Short,779,20-34,https://utmb.world/en/runner/515734.samuel.poher,Samuël POHER
Aasmund Kjøllmoen STEIEN,3226,M,🇳🇴,#2_Trail Long,778,20-34,https://utmb.world/en/runner/3985516.aasmund.kjollmoensteien,Aasmund KJØLLMOEN STEIEN
Jessie MCAULEY,2051,M,🇨🇦,#3_Trail Short,778,20-34,https://utmb.world/en/runner/2347837.jessie.mcauley,Jessie MCAULEY
Philipp STUCKHARDT,1095,M,🇩🇪,#1_Vertical Uphill,778,20-34,https://utmb.world/en/runner/4193961.philipp.stuckhardt,Philipp STUCKHARDT
Philipp STUCKHARDT,4096,M,🇩🇪,#5_Mountain Classic Senior,778,20-34,https://utmb.world/en/runner/4193961.philipp.stuckhardt,Philipp STUCKHARDT
Alberto GONZALEZ ACUÑA,3299,M,🇺🇾,#2_Trail Long,777,20-34,https://utmb.world/en/runner/1913161.alberto.gonzalez,Alberto GONZALEZ
Christiaan GREYLING,3268,M,🇿🇦,#2_Trail Long,777,35-39,https://utmb.world/en/runner/257409.christiaan.greyling,Christiaan GREYLING
Anders POUL,2090,M,🇩🇰,#3_Trail Short,776,35-39,https://utmb.world/en/runner/838103.anders.poul,Anders POUL
Mario WEISS,3029,M,🇦🇹,#2_Trail Long,776,40-44,https://utmb.world/en/runner/1008471.mario.weiss,Mario WEISS
Jules MONGELLAZ,4342,M,🇫🇷,#4_Mountain Classic Junior,775,U20,https://utmb.world/en/runner/4518978.jules.mongellaz,Jules MONGELLAZ
Matěj ZIMA,1055,M,🇨🇿,#1_Vertical Uphill,775,20-34,https://utmb.world/en/runner/4919678.matej.zima,Matěj ZIMA
Matěj ZIMA,4052,M,🇨🇿,#5_Mountain Classic Senior,775,20-34,https://utmb.world/en/runner/4919678.matej.zima,Matěj ZIMA
Barry MCEVOY,2175,M,🇮🇪,#3_Trail Short,774,20-34,https://utmb.world/en/runner/4212098.barry.mcevoy,Barry MCEVOY
Gavin BYRNE,3148,M,🇮🇪,#2_Trail Long,773,35-39,https://utmb.world/en/runner/1070577.gavin.byrne,Gavin BYRNE
Martin MATTLE,1017,M,🇦🇹,#1_Vertical Uphill,773,20-34,https://utmb.world/en/runner/351453.martin.mattle,Martin MATTLE
Martin MATTLE,4019,M,🇦🇹,#5_Mountain Classic Senior,773,20-34,https://utmb.world/en/runner/351453.martin.mattle,Martin MATTLE
Max Napoleon ROHODEN JARAMILLO,1063,M,🇪🇨,#1_Vertical Uphill,772,20-34,https://utmb.world/en/runner/2353605.max.rohoden,Max ROHODEN
Max Napoleon ROHODEN JARAMILLO,4060,M,🇪🇨,#5_Mountain Classic Senior,772,20-34,https://utmb.world/en/runner/2353605.max.rohoden,Max ROHODEN
Pēteris GRĪVIŅŠ,3189,M,🇱🇻,#2_Trail Long,771,35-39,https://utmb.world/en/runner/394043.peteris.grivins,Peteris GRIVINS
Ezequiel BECERRA,1001,M,🇦🇷,#1_Vertical Uphill,769,20-34,https://utmb.world/en/runner/4120855.ezequielemanuel.becerra,Ezequiel Emanuel BECERRA
Onorio TOMAS,3216,M,🇲🇽,#2_Trail Long,769,20-34,https://utmb.world/en/runner/4612732.onorio.tomasjuarez,Onorio TOMAS JUAREZ
Samu HEISKA,4073,M,🇫🇮,#5_Mountain Classic Senior,769,20-34,https://utmb.world/en/runner/4049913.samu.heiska,Samu HEISKA
Siboniso SOLDAKA,4197,M,🇿🇦,#5_Mountain Classic Senior,769,20-34,https://utmb.world/en/runner/5182574.siboniso.soldaka,Siboniso SOLDAKA
Juha SORVISTO,2120,M,🇫🇮,#3_Trail Short,767,35-39,https://utmb.world/en/runner/3281667.juha.sorvisto,Juha SORVISTO
Max BODERSKOV,2086,M,🇩🇰,#3_Trail Short,766,35-39,https://utmb.world/en/runner/3193895.max.boderskov,Max BODERSKOV
Timothy JOHNSTON,4109,M,🇮🇪,#5_Mountain Classic Senior,765,20-34,https://utmb.world/en/runner/4635324.timothy.johnston,Timothy JOHNSTON
Marcos LÓPEZ GALERA,4332,M,🇪🇸,#4_Mountain Classic Junior,763,U20,https://utmb.world/en/runner/4174068.marcos.lopezgalera,Marcos LOPEZ GALERA
Christian CALDERÓN,3051,M,🇨🇱,#2_Trail Long,762,20-34,https://utmb.world/en/runner/2222615.christiansthefano.calderon,Christian Sthefano CALDERON
Enda CLOAKE,2172,M,🇮🇪,#3_Trail Short,762,20-34,https://utmb.world/en/runner/4212102.enda.cloake,Enda CLOAKE
Ievgen DZHADAN,2335,M,🇺🇦,#3_Trail Short,762,20-34,https://utmb.world/en/runner/3620505.ievgen.dzhadan,Ievgen DZHADAN
Simon SPITERI,1153,M,🇲🇹,#1_Vertical Uphill,762,20-34,https://utmb.world/en/runner/2330563.simon.spiteri,Simon SPITERI
Simon SPITERI,4155,M,🇲🇹,#5_Mountain Classic Senior,762,20-34,https://utmb.world/en/runner/2330563.simon.spiteri,Simon SPITERI
Andris RONIMOISS,3190,M,🇱🇻,#2_Trail Long,760,35-39,https://utmb.world/en/runner/506041.andris.ronimoiss,Andris RONIMOISS
Josip MEŠTRIĆ,2075,M,🇭🇷,#3_Trail Short,760,20-34,https://utmb.world/en/runner/4203609.josip.mestric,Josip MEŠTRIĆ
Llewellyn GROENEVELD,1189,M,🇿🇦,#1_Vertical Uphill,760,20-34,https://utmb.world/en/runner/2501063.llewellyn.groeneveld,Llewellyn GROENEVELD
Llewellyn GROENEVELD,4194,M,🇿🇦,#5_Mountain Classic Senior,760,20-34,https://utmb.world/en/runner/2501063.llewellyn.groeneveld,Llewellyn GROENEVELD
Vaidas ZLABYS,3200,M,🇱🇹,#2_Trail Long,760,35-39,https://utmb.world/en/runner/475785.vaidas.zlabys,Vaidas ZLABYS
Miklós ŐRI,3143,M,🇭🇺,#2_Trail Long,759,20-34,https://utmb.world/en/runner/1131997.miklos.ori,Miklós ŐRI (Miklos ORI)
Ryan FARRUGIA,2241,M,🇲🇹,#3_Trail Short,759,35-39,https://utmb.world/en/runner/698942.ryan.farrugia,Ryan FARRUGIA
Daved SIMPAT,3208,M,🇲🇾,#2_Trail Long,757,40-44,https://utmb.world/en/runner/154582.daved.simpat,Daved SIMPAT
Bruno SCHUMI,2029,M,🇦🇹,#3_Trail Short,756,50-54,https://utmb.world/en/runner/3283893.schumi.bruno,Schumi BRUNO
Kristian JOERGENSEN,3077,M,🇩🇰,#2_Trail Long,756,35-39,https://utmb.world/en/runner/735298.kristian.joergensen,Kristian JOERGENSEN
Alex Xavier LOZANO ESPINOSA,2096,M,🇪🇨,#3_Trail Short,755,20-34,https://utmb.world/en/runner/4220199.alexxavier.lozanoespinosa,Alex Xavier LOZANO ESPINOSA
Jonatan AROBES,2106,M,🇪🇸,#3_Trail Short,754,20-34,https://utmb.world/en/runner/2532893.jonathan.arobes,Jonathan AROBES
Rommel Stalyn SANCHEZ QUIMBIAMBA,3084,M,🇪🇨,#2_Trail Long,754,20-34,https://utmb.world/en/runner/676606.rommelstalyn.sanchezquimbiamba,Rommel Stalyn SANCHEZ QUIMBIAMBA
Gustavo JIMENEZ ROSILLO,3080,M,🇪🇨,#2_Trail Long,753,50-54,https://utmb.world/en/runner/549095.gustavo.jimenez,Gustavo JIMENEZ
Tomi MIKKOLA,3098,M,🇫🇮,#2_Trail Long,753,20-34,https://utmb.world/en/runner/648925.tomikristianaleksi.mikkola,Tomi Kristian Aleksi MIKKOLA
Miroslav HRAŠKO,2316,M,🇸🇰,#3_Trail Short,752,20-34,https://utmb.world/en/runner/3789661.miroslav.hrasko,Miroslav HRAŠKO
Antti PARJANNE,2118,M,🇫🇮,#3_Trail Short,751,40-44,https://utmb.world/en/runner/1390719.antti.parjanne,Antti PARJANNE
Isacco COSTA,4119,M,🇮🇹,#5_Mountain Classic Senior,748,20-34,https://utmb.world/en/runner/2586005.isacco.costa,Isacco COSTA
Jesper MEINS,3079,M,🇩🇰,#2_Trail Long,748,40-44,https://utmb.world/en/runner/2584085.jesper.meins,Jesper MEINS
Thomas DADE,3014,M,🇦🇺,#2_Trail Long,747,20-34,https://utmb.world/en/runner/3467065.thomas.dade,Thomas DADE
Eldin HODZIC,2074,M,🇭🇷,#3_Trail Short,746,20-34,https://utmb.world/en/runner/2969433.eldin.hodzic,Eldin HODŽIĆ
Andrew GASKELL,3015,M,🇦🇺,#2_Trail Long,745,20-34,https://utmb.world/en/runner/4465942.andrew.gaskell,Andrew GASKELL
Wilmer Joffre LOPEZ MUÑOZ,3082,M,🇪🇨,#2_Trail Long,745,45-49,https://utmb.world/en/runner/3707921.wilmerjoffre.lopez,Wilmer Joffre LOPEZ
Anatole BERTHOU,4341,M,🇫🇷,#4_Mountain Classic Junior,744,U20,https://utmb.world/en/runner/4224988.anatole.berthou,Anatole BERTHOU
Antonio RAMIREZ,3215,M,🇲🇽,#2_Trail Long,744,20-34,https://utmb.world/en/runner/4580312.antonio.ramirez,Antonio RAMIREZ
Chun Kit TSANG,3137,M,🇭🇰,#2_Trail Long,744,40-44,https://utmb.world/en/runner/1823429.chunkit.tsang,Chun Kit TSANG
Nejc BLATNIK,2298,M,🇸🇮,#3_Trail Short,744,20-34,https://utmb.world/en/runner/3065077.nejc.blatnik,Nejc BLATNIK
Bastien MISSUD,3017,M,🇦🇺,#2_Trail Long,743,35-39,https://utmb.world/en/runner/2075589.bastien.missud,Bastien MISSUD
John KINSELLA,2174,M,🇮🇪,#3_Trail Short,742,40-44,https://utmb.world/en/runner/4215136.john.kinsella,John KINSELLA
Eetu NORDMAN,3100,M,🇫🇮,#2_Trail Long,741,35-39,https://utmb.world/en/runner/503965.eetu.nordman,Eetu NORDMAN
James KEVAN,4110,M,🇮🇪,#5_Mountain Classic Senior,741,35-39,https://utmb.world/en/runner/2595031.james.kevan,James KEVAN
Jānis KŪMS,2214,M,🇱🇻,#3_Trail Short,741,35-39,https://utmb.world/en/runner/394035.janis.kums,Janis KUMS
Matej NIDORFER,3271,M,🇸🇮,#2_Trail Long,741,35-39,https://utmb.world/en/runner/2295077.nidorfer.matej,Nidorfer MATEJ
William Ricardo AVEIRO,1171,M,🇵🇾,#1_Vertical Uphill,741,20-34,https://utmb.world/en/runner/2640849.william.aveiro,William AVEIRO
William Ricardo AVEIRO,4174,M,🇵🇾,#5_Mountain Classic Senior,741,20-34,https://utmb.world/en/runner/2640849.william.aveiro,William AVEIRO
Agustín GARCÍA,4322,M,🇨🇱,#4_Mountain Classic Junior,740,U20,https://utmb.world/en/runner/4935946.agustinamaro.garciabelmar,Agustín Amaro GARCÍA BELMAR
Matej SCHIEBER,2318,M,🇸🇰,#3_Trail Short,740,20-34,https://utmb.world/en/runner/5069897.matej.schieber,Matej SCHIEBER
Michael SKOBIERSKI,3027,M,🇦🇹,#2_Trail Long,740,40-44,https://utmb.world/en/runner/1245503.michael.skobierski,Michael SKOBIERSKI
Edgars DAUGULIS,1134,M,🇱🇻,#1_Vertical Uphill,739,20-34,https://utmb.world/en/runner/4374552.edgars.daugulis,Edgars DAUGULIS
Edgars DAUGULIS,4138,M,🇱🇻,#5_Mountain Classic Senior,739,20-34,https://utmb.world/en/runner/4374552.edgars.daugulis,Edgars DAUGULIS
Eduardo HERNÁNDEZ,1070,M,🇪🇸,#1_Vertical Uphill,738,U20,https://utmb.world/en/runner/5092128.eduardo.hernandezbenito,Eduardo HERNANDEZ BENITO
Eduardo HERNÁNDEZ,4067,M,🇪🇸,#5_Mountain Classic Senior,738,U20,https://utmb.world/en/runner/5092128.eduardo.hernandezbenito,Eduardo HERNANDEZ BENITO
Josip TOLJAN,2077,M,🇭🇷,#3_Trail Short,738,20-34,https://utmb.world/en/runner/4030989.josip.toljan,Josip TOLJAN
Maximilian MEUSBURGER,4312,M,🇦🇹,#4_Mountain Classic Junior,738,U20,https://utmb.world/en/runner/4701648.maximilian.meusburger,Maximilian MEUSBURGER
Zack NEWSHAM,4309,M,🇦🇺,#4_Mountain Classic Junior,738,U20,https://utmb.world/en/runner/4165475.zack.newsham,Zack NEWSHAM
Nikola ŠPOLJAR,1045,M,🇭🇷,#1_Vertical Uphill,737,20-34,https://utmb.world/en/runner/673125.nikola.spoljar,Nikola SPOLJAR
Nikola ŠPOLJAR,2076,M,🇭🇷,#3_Trail Short,737,20-34,https://utmb.world/en/runner/673125.nikola.spoljar,Nikola SPOLJAR
Randolf GONZALES,2261,M,🇵🇭,#3_Trail Short,737,20-34,https://utmb.world/en/runner/3582677.randolf.gonzales,Randolf GONZALES
Jayson ZONIO,2263,M,🇵🇭,#3_Trail Short,735,20-34,https://utmb.world/en/runner/2631445.jayson.zonio,Jayson ZONIO
Nenad OSTOJIĆ,3064,M,🇭🇷,#2_Trail Long,735,40-44,https://utmb.world/en/runner/829321.nenad.ostojic,Nenad OSTOJIĆ
Majell BACKHAUSEN,3013,M,🇦🇺,#2_Trail Long,734,35-39,https://utmb.world/en/runner/524867.majell.backhausen,Majell BACKHAUSEN
Didzis GLUŠŅEVS,3188,M,🇱🇻,#2_Trail Long,732,20-34,https://utmb.world/en/runner/730167.didzis.glusnevs,Didzis GLUSNEVS
Hugo César RODRIGUEZ,2006,M,🇦🇷,#3_Trail Short,732,20-34,https://utmb.world/en/runner/3709139.hugocesar.rodriguez,Hugo-Cesar RODRIGUEZ
Fernando Rubén MENDIETA,3002,M,🇦🇷,#2_Trail Long,731,20-34,https://utmb.world/en/runner/3872359.fernandoruben.mendieta,Fernando Ruben MENDIETA
