name,bib,flag,utmb_index,utmb_agegroup,utmb_uri,utmb_name
Johan BUGGE,1157,🇳🇴,0,20-34,https://utmb.world/en/runner/2330377.johan.bugge,Johan BUGGE
Jonas SOLDINI,1209,🇨🇭,0,,,
Joseph GRAY,1231,🇺🇸,0,,,
Josphat KIPROTICH,1128,🇰🇪,0,,,
Juan Ignacio REDOLATTI,1004,🇦🇷,0,,,
Jun Kwan CHAN,1142,🇲🇾,0,,,
Justino CORONADO,1145,🇲🇽,0,,,
Jānis MEŽIELS,1136,🇱🇻,0,20-34,https://utmb.world/en/runner/1983983.janis.meziels,Jānis MEŽIELS
Karim RAMADAN,1139,🇱🇧,0,,,
Kevin DURE MORALES,1003,🇦🇷,0,50-54,https://utmb.world/en/runner/1572703.kevinalejandro.duremorales,Kevin-Alejandro DURE-MORALES
Killian MOONEY,1110,🇮🇪,0,20-34,https://utmb.world/en/runner/2587203.killian.mooney,Killian MOONEY
Kristaps BĒRZIŅŠ,1133,🇱🇻,0,20-34,https://utmb.world/en/runner/1983175.kristaps.berzins,Kristaps BERZINS
Levi KIPROTICH,1225,🇺🇬,0,,,
Marco FRANCIONI,1202,🇸🇲,0,,,
Marek CHRASCINA,1052,🇨🇿,0,20-34,https://utmb.world/en/runner/2330405.marek.chrascina,Marek CHRASCINA
Marius Valentin POPA,1184,🇷🇴,0,,,
Mark PACE,1152,🇲🇹,0,,,
Martin ENZENBERGER,1015,🇦🇹,0,,,
Michael SUTTON,1166,🇳🇿,0,,,
Michal ŠMAHEL,1054,🇨🇿,0,,,
Niam MACDONALD,1165,🇳🇿,0,20-34,https://utmb.world/en/runner/809173.niam.macdonald,Niam MACDONALD
Oscar Paul BASANTES GUAÑUNA,1061,🇪🇨,0,,,
Pedro Jose PUENTES FIGUEROA,1238,🇻🇪,0,,,
Peter-Daniel HERMAN,1182,🇷🇴,0,,,
Ruairi LONG,1108,🇮🇪,0,,,
Rui MUGA,1180,🇵🇹,0,35-39,https://utmb.world/en/runner/2151519.rui.muga,Rui MUGA
Sebastian BATCHELOR,1083,🇬🇧,0,20-34,https://utmb.world/en/runner/2307495.sebastian.batchelor,Sebastian BATCHELOR
Toby BATCHELOR,1164,🇳🇿,0,20-34,https://utmb.world/en/runner/4107926.toby.batchelor,Toby BATCHELOR
Tomas REYES,1146,🇲🇽,0,,,
Ventura YANEZ LOZANO,1092,🇬🇶,0,,,
Wai Ching SOH,1143,🇲🇾,0,20-34,https://utmb.world/en/runner/3721129.waiching.soh,Wai Ching SOH
Yung-Jeng TZENG,1220,🇹🇼,0,40-44,https://utmb.world/en/runner/3675439.yungjeng.tzeng,Yung Jeng TZENG
Zoltán VIGH,1103,🇭🇺,0,40-44,https://utmb.world/en/runner/1976429.zoltan.vigh,Zoltan VIGH
Ákos MOLNÁR,1102,🇭🇺,0,50-54,https://utmb.world/en/runner/541265.akos.molnar,Akos MOLNAR
